Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id
2024-25,Syracuse,ACC,FR,G,26,16,15.7,2.0,5.1,0.391,0.9,2.8,0.315,1.1,2.3,0.483,0.477,0.3,0.5,0.75,0.3,1.2,1.5,1.0,0.3,0.0,0.8,0.6,5.2,Unknown,ACC,FR,G,26,16,409,9.6,0.49,0.549,0.09,127,2.0,9.1,5.5,11.4,1.1,0.0,13.1,19.6,0.2,0.2,0.4,0.035,-0.1,-0.3,-0.4,Unknown,elijah-moore-1
2024-25,Oregon State,WCC,FR,F,21,0,6.6,1.1,1.8,0.649,0.0,0.0,,1.1,1.8,0.649,0.649,0.6,1.1,0.522,0.8,1.2,2.0,0.0,0.1,0.2,0.3,0.8,2.9,Unknown,WCC,FR,F,21,0,139,21.7,0.626,0.0,0.622,56,16.8,21.6,19.4,0.0,0.9,4.4,12.7,21.2,0.4,0.2,0.6,0.163,2.4,-0.2,2.2,Unknown,maxim-logue-1
2023-24,Eastern Washington,Big Sky,JR,G,2,0,7.5,1.0,3.5,0.286,0.5,1.5,0.333,0.5,2.0,0.25,0.357,0.5,1.5,0.333,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,3.0,Unknown,Big Sky,JR,G,2,0,15,9.7,0.356,0.429,0.429,6,0.0,7.6,4.1,23.7,3.8,0.0,0.0,28.5,0.0,0.0,0.0,0.042,-2.0,-0.2,-2.2,Unknown,nic-mcclain-1
2024-25,Eastern Washington,Big Sky,SR,G,30,21,27.8,3.4,8.1,0.422,0.7,2.2,0.333,2.7,5.9,0.455,0.467,3.0,4.2,0.717,0.8,2.8,3.6,3.8,1.9,0.2,3.3,2.6,10.6,Unknown,Big Sky,SR,G,30,21,834,14.3,0.524,0.27,0.52,352,3.8,12.6,8.2,26.5,3.9,0.7,24.5,25.2,0.2,0.9,1.1,0.052,-2.4,-0.4,-2.9,Unknown,nic-mcclain-1
2020-21,Kennesaw State,A-Sun,FR,G,21.0,10.0,19.6,1.9,4.9,0.388,0.6,2.3,0.271,1.3,2.6,0.491,0.451,0.6,1.0,0.571,0.5,1.9,2.4,1.5,0.9,0.0,1.1,1.5,5.0,Unknown,A-Sun,FR,G,21.0,10.0,412.0,10.0,0.465,0.466,0.204,110.0,2.8,11.9,7.2,15.1,2.5,0.3,17.5,16.9,0.1,0.6,0.6,0.06,-5.2,-0.9,-6.2,Unknown,kasen-jennings-1
2021-22,Kennesaw State,A-Sun,SO,G,31.0,2.0,18.2,2.2,4.9,0.441,1.1,2.8,0.379,1.1,2.1,0.523,0.549,0.9,1.3,0.744,0.2,1.0,1.2,1.8,0.8,0.0,1.1,1.9,6.3,Unknown,A-Sun,SO,G,31.0,2.0,565.0,14.3,0.575,0.572,0.257,195.0,1.5,6.3,3.9,18.1,2.6,0.2,16.2,18.3,1.1,0.5,1.6,0.116,-1.4,-1.2,-2.6,Unknown,kasen-jennings-1
2022-23,Kennesaw State,A-Sun,JR,G,33.0,18.0,23.8,2.0,4.9,0.41,1.1,3.0,0.378,0.9,1.9,0.46,0.525,1.0,1.3,0.791,0.3,1.5,1.7,1.7,0.9,0.2,1.0,2.2,6.2,Unknown,A-Sun,JR,G,33.0,18.0,786.0,10.6,0.559,0.609,0.267,202.0,1.3,7.1,4.2,12.4,2.1,1.2,15.8,13.9,0.9,1.1,2.0,0.104,-2.0,0.8,-1.2,Unknown,kasen-jennings-1
2024-25,South Florida,AAC,SR,G,31.0,27.0,24.6,2.3,6.3,0.366,1.1,3.5,0.321,1.2,2.7,0.424,0.456,1.4,1.9,0.724,0.3,1.6,1.9,1.8,0.6,0.0,1.1,2.4,7.1,Unknown,AAC,SR,G,31.0,27.0,763.0,8.3,0.494,0.562,0.299,216.0,1.3,7.3,4.3,13.3,1.4,0.1,13.3,16.8,0.4,0.5,0.9,0.049,-3.7,-1.2,-4.8,Unknown,kasen-jennings-1
2022-23,Rice,CUSA,FR,G,35.0,35.0,29.1,3.6,8.3,0.432,1.2,3.2,0.375,2.4,5.1,0.467,0.503,1.5,2.3,0.658,0.5,2.6,3.1,1.9,0.8,0.3,2.1,2.2,9.9,Unknown,CUSA,FR,G,35.0,35.0,1017.0,10.6,0.525,0.384,0.271,334.0,2.0,10.2,6.2,12.2,1.5,1.0,17.9,20.0,0.5,0.7,1.2,0.047,-1.9,-1.7,-3.7,Unknown,mekhi-mason-1
2023-24,Rice,AAC,SO,G,32.0,32.0,30.6,4.8,12.1,0.393,1.5,4.5,0.343,3.2,7.6,0.422,0.456,2.9,4.3,0.681,0.5,3.5,4.0,2.8,0.9,0.5,2.3,2.1,14.0,Unknown,AAC,SO,G,32.0,32.0,979.0,14.5,0.494,0.37,0.357,431.0,2.0,12.9,7.5,19.0,1.8,1.7,14.1,27.7,0.7,0.6,1.4,0.056,-0.2,-1.5,-1.7,Unknown,mekhi-mason-1
2024-25,Washington,Big Ten,JR,G,31.0,20.0,24.3,3.3,7.7,0.425,1.7,4.3,0.402,1.6,3.5,0.454,0.535,1.6,2.2,0.71,0.5,1.6,2.1,1.4,1.0,0.3,1.2,2.0,9.9,Unknown,Big Ten,JR,G,31.0,20.0,754.0,14.8,0.561,0.55,0.288,281.0,2.6,8.2,5.3,11.8,2.4,1.5,11.7,21.0,1.2,0.6,1.7,0.093,2.9,1.2,4.1,Unknown,mekhi-mason-1
2022-23,Southern California,Pac-12,FR,G,25.0,0.0,5.2,0.4,1.2,0.355,0.2,0.8,0.263,0.2,0.5,0.5,0.435,0.0,0.1,0.5,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.3,1.1,Unknown,Pac-12,FR,G,25.0,0.0,129.0,7.1,0.438,0.613,0.065,26.0,1.0,4.9,3.1,6.9,1.4,0.8,3.0,13.1,0.1,0.1,0.2,0.059,-1.6,0.6,-1.0,Unknown,oziyah-sellers-1
2023-24,Southern California,Pac-12,SO,G,33.0,6.0,14.3,1.9,4.2,0.467,0.7,1.7,0.429,1.2,2.5,0.494,0.555,0.6,0.7,0.826,0.2,0.8,0.9,0.6,0.3,0.0,0.5,0.7,5.2,Unknown,Pac-12,SO,G,33.0,6.0,472.0,12.2,0.578,0.409,0.168,146.0,1.2,6.1,3.7,8.6,1.2,0.2,9.8,17.5,0.7,0.2,0.9,0.08,1.3,0.3,1.6,Unknown,oziyah-sellers-1
2024-25,Stanford,ACC,JR,G,35.0,35.0,33.1,4.9,10.8,0.451,1.7,4.2,0.401,3.2,6.6,0.483,0.529,2.2,2.5,0.897,0.6,2.2,2.8,1.3,0.7,0.3,1.1,1.7,13.7,Unknown,ACC,JR,G,35.0,35.0,1159.0,14.9,0.57,0.388,0.23,419.0,2.1,8.2,5.1,7.9,1.3,0.9,8.3,20.4,2.3,0.9,3.2,0.112,2.1,0.0,2.1,Unknown,oziyah-sellers-1
2022-23,Xavier,Big East,FR,G,15.0,0.0,6.7,1.1,2.1,0.5,0.4,1.1,0.353,0.7,1.0,0.667,0.594,0.1,0.1,0.5,0.3,1.2,1.5,0.3,0.2,0.1,0.7,0.5,2.6,Unknown,Big East,FR,G,15.0,0.0,101.0,13.0,0.592,0.531,0.063,34.0,5.9,19.5,13.1,6.7,1.7,1.0,23.3,20.7,0.0,0.1,0.2,0.067,-1.2,-0.6,-1.8,Unknown,kam-craft-1
2024-25,Miami (OH),MAC,SO,G,34.0,34.0,25.7,5.0,11.2,0.446,2.9,6.6,0.431,2.1,4.6,0.468,0.573,0.7,1.0,0.758,0.6,2.4,3.0,1.0,0.4,0.2,1.1,0.9,13.6,Unknown,MAC,SO,G,34.0,34.0,875.0,17.0,0.582,0.591,0.087,388.0,2.8,10.9,6.9,7.6,1.0,0.8,9.0,24.9,1.8,0.9,2.7,0.124,2.3,-2.7,-0.5,Unknown,kam-craft-1
2022-23,Cincinnati,AAC,FR,G,29,0,8.0,0.5,1.5,0.341,0.3,0.9,0.4,0.2,0.7,0.263,0.455,0.1,0.3,0.375,0.7,1.0,1.7,0.2,0.1,0.2,0.2,0.4,1.5,Unknown,AAC,FR,G,29,0,233,9.6,0.45,0.568,0.182,50,9.1,14.5,11.8,4.7,0.5,2.5,11.2,11.4,0.2,0.3,0.5,0.086,0.3,0.7,1.0,Unknown,josh-reed-2
2023-24,Cincinnati,Big 12,SO,G,35,0,10.9,0.7,1.9,0.369,0.4,1.2,0.31,0.3,0.7,0.478,0.469,0.2,0.3,0.727,0.7,1.3,2.0,0.5,0.5,0.1,0.4,0.9,2.0,Unknown,Big 12,SO,G,35,0,383,10.0,0.491,0.646,0.169,77,6.6,13.9,10.2,7.6,2.4,1.1,16.6,10.8,0.3,0.7,1.0,0.102,-1.0,3.9,2.9,Unknown,josh-reed-2
2024-25,Cincinnati,Big 12,JR,G,33,9,17.6,1.7,4.1,0.41,0.6,1.9,0.313,1.1,2.1,0.5,0.485,0.9,1.0,0.853,0.8,1.7,2.5,0.8,0.7,0.2,0.3,1.5,4.8,Unknown,Big 12,JR,G,33,9,581,13.4,0.529,0.478,0.254,158,5.3,11.6,8.4,7.4,2.4,1.3,6.8,14.3,1.0,1.0,1.9,0.134,0.9,3.5,4.4,Unknown,josh-reed-2
2023-24,South Carolina State,MEAC,FR,F,30,19,17.5,1.7,3.8,0.447,0.0,0.0,,1.7,3.8,0.447,0.447,2.2,3.4,0.637,1.7,2.3,4.1,0.8,0.4,1.1,1.5,3.1,5.6,Unknown,MEAC,FR,F,30,19,525,13.0,0.514,0.0,0.895,174,10.4,16.5,13.2,9.3,1.4,7.3,21.7,18.7,0.3,0.7,1.0,0.075,-5.1,-0.5,-5.6,Unknown,drayton-jones-1
2024-25,South Carolina State,MEAC,SO,F,33,32,23.6,4.1,7.3,0.564,0.0,0.0,,4.1,7.3,0.564,0.564,4.8,6.9,0.692,2.0,3.5,5.5,1.4,0.8,1.7,2.5,2.8,13.0,Unknown,MEAC,SO,F,33,32,778,23.1,0.615,0.0,0.942,411,10.0,18.2,14.0,12.0,2.0,8.1,19.2,26.5,1.9,1.8,3.6,0.187,-0.5,1.0,0.5,Unknown,drayton-jones-1
2022-23,Sam Houston State,WAC,SO,G,32,0,17.4,2.7,6.5,0.416,1.3,3.4,0.373,1.4,3.1,0.465,0.514,0.7,0.9,0.821,0.7,2.4,3.0,0.5,0.8,0.3,0.7,1.7,7.4,Unknown,WAC,SO,G,32,0,557,17.4,0.535,0.526,0.134,208,4.5,16.4,10.4,6.1,2.6,2.2,8.6,22.3,1.1,1.5,2.7,0.19,0.7,1.6,2.3,Unknown,lamar-wilkerson-1
2023-24,Sam Houston State,CUSA,JR,G,31,31,29.7,4.9,11.4,0.428,1.7,4.8,0.347,3.2,6.5,0.488,0.501,2.4,2.9,0.831,1.0,2.6,3.6,1.4,1.0,0.2,1.3,2.4,13.8,Unknown,CUSA,JR,G,31,31,922,16.1,0.541,0.425,0.252,384,3.8,9.9,6.8,9.9,1.9,0.6,9.4,23.3,1.8,1.5,3.3,0.143,2.3,0.4,2.7,Unknown,lamar-wilkerson-1
2024-25,Sam Houston State,CUSA,SR,G,32,32,34.9,7.2,15.0,0.477,3.4,7.7,0.445,3.8,7.3,0.511,0.591,2.8,3.3,0.822,1.1,3.0,4.0,2.1,1.1,0.3,1.9,2.3,20.5,Unknown,CUSA,SR,G,32,32,1116,21.8,0.617,0.51,0.223,578,3.6,9.7,6.7,13.6,1.9,0.8,10.5,26.7,3.7,0.8,4.5,0.161,6.5,-1.3,5.2,Unknown,lamar-wilkerson-1
2022-23,Washington,Pac-12,FR,G,29.0,0.0,19.4,2.4,6.0,0.399,0.9,2.9,0.321,1.4,3.1,0.472,0.477,1.1,1.5,0.705,0.2,1.0,1.2,1.8,1.2,0.3,1.7,2.3,6.8,Unknown,Pac-12,FR,G,29.0,0.0,563.0,11.8,0.505,0.486,0.254,197.0,1.5,5.5,3.6,19.5,3.5,1.8,20.5,22.1,0.1,0.8,0.9,0.062,-0.9,2.5,1.6,Unknown,koren-johnson-1
2023-24,Washington,Pac-12,SO,G,31.0,5.0,24.2,4.0,9.0,0.441,1.3,3.5,0.373,2.6,5.5,0.485,0.514,1.8,2.5,0.722,0.7,1.5,2.2,2.7,1.2,0.3,1.4,2.2,11.1,Unknown,Pac-12,SO,G,31.0,5.0,750.0,17.6,0.543,0.394,0.283,345.0,3.3,6.8,5.1,20.1,2.8,1.2,11.7,23.5,1.5,0.8,2.4,0.127,2.9,2.7,5.6,Unknown,koren-johnson-1
2024-25,Louisville,ACC,JR,G,2.0,0.0,19.5,1.5,5.5,0.273,0.0,2.0,0.0,1.5,3.5,0.429,0.273,0.0,0.0,Unknown,0.5,1.0,1.5,2.5,1.5,0.0,0.5,3.0,3.0,Unknown,ACC,JR,G,2.0,0.0,39.0,5.8,0.273,0.364,0.0,9.0,3.0,5.7,4.4,21.5,4.5,0.0,8.3,15.3,0.0,0.1,0.0,0.048,-7.3,4.5,-2.8,Unknown,koren-johnson-1
2023-24,Fairfield,MAAC,JR,G,37.0,35.0,32.5,3.4,8.8,0.385,0.9,2.7,0.327,2.5,6.1,0.412,0.436,1.8,2.2,0.819,1.3,4.7,5.9,4.1,2.4,0.1,2.1,1.9,9.5,Unknown,MAAC,JR,G,37.0,35.0,1203.0,15.7,0.482,0.309,0.254,420.0,4.5,17.1,10.7,22.5,4.2,0.2,17.4,18.7,1.2,2.2,3.4,0.113,-1.1,1.1,0.0,Unknown,jasper-floyd-1
2024-25,North Texas,AAC,SR,G,36.0,36.0,29.6,3.4,8.0,0.422,0.7,1.9,0.343,2.7,6.0,0.447,0.463,1.6,2.1,0.766,0.3,2.7,3.0,3.9,1.3,0.1,2.0,2.1,9.0,Unknown,AAC,SR,G,36.0,36.0,1066.0,14.3,0.502,0.244,0.268,363.0,1.3,11.5,6.4,28.1,2.9,0.5,18.0,20.7,1.2,2.0,3.2,0.12,-0.9,2.0,1.1,Unknown,jasper-floyd-1
2023-24,San Jose State,MWC,FR,G,31,3,13.8,2.0,4.0,0.512,0.4,1.2,0.297,1.7,2.8,0.605,0.557,1.3,1.9,0.65,0.5,1.5,2.0,0.6,0.3,0.0,0.6,1.2,5.7,Unknown,MWC,FR,G,31,3,428,15.8,0.581,0.301,0.488,163,4.1,13.9,8.9,8.9,1.1,0.3,11.7,21.6,0.8,0.2,0.9,0.089,0.0,-1.8,-1.8,Unknown,latrell-davis-1
2024-25,San Jose State,MWC,SO,G,35,9,25.3,3.5,7.8,0.453,1.5,3.8,0.383,2.1,4.0,0.518,0.546,2.5,3.7,0.685,0.6,2.5,3.1,1.7,0.6,0.0,1.2,1.5,11.1,Unknown,MWC,SO,G,35,9,887,16.6,0.578,0.485,0.474,363,3.0,11.0,7.1,13.3,1.4,0.0,11.1,22.3,1.9,0.7,2.6,0.118,2.1,-0.9,1.2,Unknown,latrell-davis-1
2022-23,St. John's (NY),Big East,FR,G,33.0,17.0,21.1,3.2,7.4,0.434,1.2,2.8,0.404,2.1,4.5,0.453,0.512,1.3,1.7,0.75,0.3,1.6,1.9,0.8,0.4,0.2,1.1,1.6,8.8,Unknown,Big East,FR,G,33.0,17.0,695.0,12.2,0.54,0.385,0.23,251.0,1.5,8.5,4.9,6.8,1.0,0.9,11.7,20.3,1.0,0.7,1.6,0.093,0.9,0.3,1.2,Unknown,aj-storr-1
2023-24,Wisconsin,Big Ten,SO,G,36.0,36.0,28.8,6.0,13.8,0.434,1.3,4.2,0.32,4.7,9.7,0.483,0.482,3.5,4.3,0.812,1.1,2.8,3.9,0.9,0.6,0.1,1.6,1.1,16.8,Unknown,Big Ten,SO,G,36.0,36.0,1038.0,19.7,0.53,0.301,0.309,538.0,4.7,12.5,8.5,6.9,1.3,0.5,9.1,31.9,2.2,1.0,3.2,0.124,5.1,-0.2,4.9,Unknown,aj-storr-1
2024-25,Kansas,Big 12,JR,G,34.0,4.0,15.7,2.2,5.8,0.384,0.7,2.3,0.291,1.6,3.5,0.445,0.442,0.9,1.4,0.681,0.4,1.3,1.7,0.7,0.3,0.1,0.9,1.6,6.1,Unknown,Big 12,JR,G,34.0,4.0,534.0,8.6,0.47,0.399,0.237,187.0,2.8,8.6,5.9,7.8,1.1,1.0,12.0,23.5,0.0,0.7,0.7,0.055,-2.1,1.4,-0.7,Unknown,aj-storr-1
2022-23,IUPUI,Horizon,FR,G,32.0,31.0,32.2,3.8,8.6,0.442,1.8,5.2,0.347,2.0,3.4,0.587,0.547,1.4,2.1,0.687,1.1,2.8,3.9,1.7,1.0,0.1,1.9,2.2,10.9,Unknown,Horizon,FR,G,32.0,31.0,1029.0,13.2,0.565,0.605,0.243,332.0,4.3,10.8,7.6,10.4,1.8,0.3,16.8,18.6,1.3,0.1,1.4,0.056,-0.5,-3.3,-3.8,Unknown,vincent-brady-ii-1
2023-24,IUPUI,Horizon,SO,G,31.0,21.0,29.4,3.1,8.0,0.386,0.9,4.2,0.215,2.2,3.8,0.571,0.442,2.0,2.8,0.709,1.3,2.1,3.4,1.7,1.3,0.1,1.4,2.4,9.1,Unknown,Horizon,SO,G,31.0,21.0,912.0,11.8,0.485,0.522,0.345,286.0,5.4,9.5,7.4,11.7,2.5,0.4,12.7,18.5,0.7,0.1,0.8,0.036,-2.0,-2.6,-4.7,Unknown,vincent-brady-ii-1
2024-25,Missouri State,MVC,JR,G,30.0,30.0,32.3,4.1,9.2,0.448,1.6,4.3,0.38,2.5,4.9,0.507,0.536,3.6,4.8,0.762,1.0,3.3,4.3,2.5,1.2,0.1,2.6,2.6,13.5,Unknown,MVC,JR,G,30.0,30.0,968.0,16.4,0.589,0.466,0.516,394.0,3.8,13.5,8.5,16.8,2.4,0.4,18.6,23.4,1.7,1.1,2.8,0.114,1.2,-0.1,1.1,Unknown,vincent-brady-ii-1
2022-23,Mississippi State,SEC,FR,F,19,0,10.3,1.2,2.9,0.418,0.5,1.7,0.281,0.7,1.2,0.609,0.5,0.4,0.6,0.636,0.6,1.1,1.7,0.8,0.5,0.5,0.6,0.8,3.3,Unknown,SEC,FR,F,19,0,195,17.1,0.515,0.582,0.2,61,6.3,12.5,9.3,16.3,3.2,6.8,16.6,19.1,0.2,0.5,0.7,0.142,1.9,4.4,6.3,Unknown,keshawn-murphy-1
2023-24,Mississippi State,SEC,SO,F,21,0,13.3,1.9,4.0,0.459,0.2,1.3,0.179,1.6,2.7,0.596,0.488,0.8,1.1,0.696,1.2,1.9,3.1,1.0,0.2,0.4,1.0,1.1,4.7,Unknown,SEC,SO,F,21,0,279,15.0,0.516,0.329,0.271,104,10.2,16.2,13.2,14.0,0.8,3.4,18.0,20.7,0.3,0.4,0.7,0.104,0.9,1.2,2.1,Unknown,keshawn-murphy-1
2024-25,Mississippi State,SEC,JR,F,34,3,24.0,4.9,8.7,0.566,0.1,0.8,0.148,4.8,7.9,0.608,0.573,1.8,2.9,0.619,2.3,5.0,7.4,1.6,0.9,1.1,1.5,1.9,11.7,Unknown,SEC,JR,F,34,3,816,24.6,0.583,0.092,0.329,386,10.4,23.7,16.8,13.2,2.2,5.8,13.2,23.4,2.1,1.4,3.5,0.169,5.2,2.9,8.0,Unknown,keshawn-murphy-1
2023-24,St. John's (NY),Big East,FR,F,25,4,12.4,1.2,3.2,0.38,0.6,2.0,0.306,0.6,1.2,0.5,0.475,0.2,0.5,0.417,0.4,1.2,1.5,0.2,0.3,0.2,0.4,0.8,3.2,Unknown,Big East,FR,F,25,4,309,8.1,0.472,0.62,0.152,71,3.1,10.7,6.8,3.0,1.3,1.4,9.6,14.4,0.2,0.3,0.5,0.061,-0.2,1.3,1.1,Unknown,brady-dunlap-1
2024-25,St. John's (NY),Big East,SO,F,10,2,16.5,2.0,4.3,0.465,1.2,3.2,0.375,0.8,1.1,0.727,0.605,0.5,0.6,0.833,0.5,1.7,2.2,0.7,0.4,0.0,0.3,1.6,5.7,Unknown,Big East,SO,F,10,2,165,14.0,0.622,0.744,0.14,49,3.1,11.1,7.0,7.1,1.4,0.0,6.1,13.9,0.4,0.3,0.7,0.177,1.3,2.3,3.6,Unknown,brady-dunlap-1
2022-23,Louisville,ACC,FR,G,32,32,31.0,3.3,7.3,0.453,1.1,3.1,0.357,2.2,4.3,0.522,0.528,2.3,3.0,0.781,0.7,2.6,3.3,1.1,0.5,0.4,2.0,2.4,10.1,Unknown,ACC,FR,G,32,32,993,11.4,0.576,0.419,0.41,300,2.7,10.0,6.4,7.6,1.0,1.4,18.9,18.2,1.0,0.0,1.0,0.042,-0.2,-1.1,-1.3,Unknown,mike-james-4
2023-24,Louisville,ACC,SO,G,32,32,33.3,3.8,9.5,0.396,1.1,3.3,0.34,2.6,6.2,0.426,0.455,3.9,4.8,0.818,1.0,4.0,5.0,1.5,0.6,0.2,1.8,2.5,12.6,Unknown,ACC,SO,G,32,32,1064,12.8,0.534,0.35,0.508,386,3.4,14.2,8.7,8.7,1.0,0.6,13.2,20.3,1.4,0.4,1.8,0.067,0.5,-0.6,-0.1,Unknown,mike-james-4
2024-25,Maryland Eastern Shore,MEAC,JR,G,29,28,35.2,6.1,13.4,0.454,0.4,1.7,0.26,5.6,11.7,0.482,0.47,5.4,8.2,0.657,1.3,4.6,5.9,3.1,0.9,0.4,3.2,1.5,18.0,Unknown,MEAC,JR,G,29,28,1020,17.6,0.52,0.129,0.616,515,4.2,15.6,9.7,21.1,1.5,1.2,15.5,29.5,1.1,0.6,1.7,0.067,0.2,-3.3,-3.1,Unknown,ketron-shaw-1
2024-25,Milwaukee,Horizon,JR,F,31,29,28.0,4.7,10.1,0.468,0.6,2.3,0.286,4.1,7.8,0.521,0.5,2.9,5.2,0.562,4.0,6.8,10.7,1.4,1.3,0.4,2.1,3.1,13.0,Unknown,Horizon,JR,F,31,29,869,21.3,0.518,0.224,0.519,412,16.0,29.2,22.4,9.2,2.6,1.6,14.5,24.9,1.6,1.8,3.5,0.159,1.1,-0.4,0.7,Unknown,jamichael-stillwell-1
2022-23,Merrimack,NEC,FR,G,34.0,20.0,24.1,2.4,5.1,0.466,0.2,1.1,0.222,2.1,4.1,0.529,0.489,2.4,3.1,0.748,0.9,3.1,4.0,2.8,2.1,0.1,2.4,1.9,7.4,Unknown,NEC,FR,G,34.0,20.0,818.0,16.6,0.556,0.207,0.615,285.0,4.5,15.4,10.1,26.7,5.1,0.5,26.7,20.3,0.6,2.2,2.7,0.133,-3.5,1.8,-1.6,Unknown,jordan-derkack-1
2023-24,Merrimack,NEC,SO,G,32.0,32.0,33.0,5.4,11.5,0.466,1.0,3.8,0.275,4.3,7.8,0.558,0.511,5.3,7.3,0.724,1.2,4.8,6.0,3.9,2.1,0.2,4.0,2.4,17.0,Unknown,NEC,SO,G,32.0,32.0,1056.0,20.6,0.569,0.325,0.629,560.0,4.2,16.5,10.6,27.2,3.7,0.7,21.0,30.0,1.5,2.6,4.1,0.157,-0.1,1.0,0.9,Unknown,jordan-derkack-1
2024-25,Rutgers,Big Ten,JR,G,31.0,10.0,17.0,1.5,4.0,0.363,0.4,1.4,0.25,1.1,2.6,0.425,0.407,2.4,3.3,0.735,0.8,2.0,2.8,1.5,0.7,0.2,1.4,2.0,5.7,Unknown,Big Ten,JR,G,31.0,10.0,527.0,12.8,0.51,0.355,0.823,193.0,5.3,13.3,9.3,15.8,2.5,1.0,19.6,20.3,0.4,0.5,0.9,0.072,-0.5,1.8,1.2,Unknown,jordan-derkack-1
2024-25,Central Arkansas,A-Sun,FR,G,20,20,35.5,6.1,15.5,0.392,3.2,9.5,0.337,2.9,6.0,0.479,0.495,2.1,2.4,0.894,0.6,3.0,3.6,3.7,1.9,0.2,1.7,1.7,17.4,Unknown,A-Sun,FR,G,20,20,709,18.4,0.525,0.615,0.152,324,1.7,10.0,5.6,23.7,3.1,0.6,9.1,26.0,1.3,0.4,1.8,0.1,1.9,-0.9,0.9,Unknown,layne-taylor-1
2024-25,Grand Canyon,WAC,FR,F,5,0,5.6,1.2,2.0,0.6,0.2,0.4,0.5,1.0,1.6,0.625,0.65,0.0,0.4,0.0,0.6,0.8,1.4,0.0,0.2,0.2,0.6,0.8,2.6,Unknown,WAC,FR,F,5,0,28,15.7,0.594,0.2,0.2,11,12.5,15.7,14.1,0.0,2.0,3.7,21.5,23.9,0.0,0.1,0.1,0.089,-12.2,-3.5,-15.7,Unknown,sammie-yeanay-1
2020-21,Southern Mississippi,CUSA,FR,G,24.0,16.0,24.5,3.3,8.4,0.386,1.3,3.8,0.337,2.0,4.6,0.427,0.463,1.0,1.3,0.75,0.4,3.2,3.5,1.5,1.1,0.2,2.2,1.6,8.8,Unknown,CUSA,FR,G,24.0,16.0,587.0,11.5,0.486,0.455,0.158,199.0,1.8,14.9,8.4,13.5,2.7,0.9,19.3,23.8,-0.2,1.1,0.9,0.059,-2.0,0.5,-1.5,Unknown,jaron-pierrejr-1
2021-22,Southern Mississippi,CUSA,SO,G,27.0,15.0,27.5,3.5,10.3,0.342,2.2,6.6,0.333,1.3,3.7,0.356,0.448,0.7,0.9,0.76,0.4,2.8,3.1,1.4,0.6,0.1,2.1,1.7,9.9,Unknown,CUSA,SO,G,27.0,15.0,742.0,8.1,0.462,0.637,0.09,245.0,1.6,11.6,6.6,10.8,1.3,0.3,16.4,24.4,-0.5,0.3,-0.2,-0.013,-2.8,-3.3,-6.0,Unknown,jaron-pierrejr-1
2022-23,Wichita State,AAC,JR,G,31.0,22.0,28.1,4.1,10.5,0.39,1.6,5.7,0.282,2.5,4.8,0.517,0.466,0.8,1.2,0.722,0.5,2.5,3.0,1.2,0.5,0.2,1.5,1.6,10.6,Unknown,AAC,JR,G,31.0,22.0,872.0,10.6,0.481,0.543,0.11,297.0,2.4,9.6,6.1,8.7,1.1,0.9,11.8,23.1,0.4,0.9,1.3,0.059,-1.5,-0.9,-2.4,Unknown,jaron-pierrejr-1
2024-25,Jacksonville State,CUSA,SR,G,36.0,36.0,37.6,7.4,17.4,0.424,2.9,7.6,0.382,4.5,9.9,0.455,0.506,3.9,4.8,0.81,0.7,4.9,5.5,3.8,0.7,0.4,2.9,1.5,21.6,Unknown,CUSA,SR,G,36.0,36.0,1352.0,20.6,0.547,0.433,0.277,742.0,2.1,14.1,8.3,22.3,1.1,1.1,12.7,31.3,3.3,1.7,5.1,0.15,4.1,-0.8,3.3,Unknown,jaron-pierrejr-1
2021-22,UNC Wilmington,CAA,FR,F,2,0,5.0,1.0,1.5,0.667,0.0,0.0,Unknown,1.0,1.5,0.667,0.667,0.5,1.5,0.333,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,Unknown,CAA,FR,F,2,0,10,19.9,0.565,0.0,1.0,4,0.0,12.0,5.8,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.12,5.5,0.0,5.5,Unknown,khamari-mcgriff-1
2022-23,UNC Wilmington,CAA,SO,F,18,0,5.3,0.7,0.8,0.857,0.0,0.0,Unknown,0.7,0.8,0.857,0.857,0.1,0.4,0.143,0.4,0.4,0.9,0.3,0.1,0.4,0.2,0.9,1.4,Unknown,CAA,SO,F,18,0,95,20.0,0.722,0.0,0.5,27,10.4,10.3,10.4,13.6,1.3,10.3,14.8,11.4,0.3,0.2,0.4,0.186,0.4,1.7,2.1,Unknown,khamari-mcgriff-1
