,success_probability,predicted_successful,confidence,key_factors,player
210,0.5004734592163124,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'sos_change']}",emmanuel-stephen-1
211,0.5318386020404571,True,Low,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",ugnius-jarusevicius-1
212,0.515405568279674,True,Low,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",amarion-dickerson-1
213,0.727254963179398,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",amani-hansberry-2
214,0.7088665874278225,True,Medium,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",sam-lewis-2
215,0.5284146937747981,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jacob-cofie-1
216,0.6948442823644357,True,Medium,"{'positive_factors': [], 'negative_factors': ['before_WS/40', 'cluster', 'before_USG%', 'before_OWS', 'before_G_x']}",solomon-washington-1
217,0.503478744580906,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",tre-white-1
218,0.7707940997380307,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jovan-milicevic-1
219,0.5554595793730454,True,Low,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",yaxel-lendeborg-1
220,0.43684402696373775,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jaylin-sellers-1
221,0.5304879405838744,True,Low,"{'positive_factors': ['cluster', 'adjt_change', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%']}",tavion-banks-1
222,0.5462329879839304,True,Low,"{'positive_factors': ['cluster', 'sos_change', 'netrtg_change'], 'negative_factors': ['before_WS/40', 'before_USG%']}",austin-rapp-1
223,0.5198449943481639,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",jalen-washington-1
224,0.6573712628916536,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",camden-heide-1
225,0.45141680267392753,False,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",pharrel-payne-1
226,0.5807369290952585,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",anthony-robinson-6
227,0.5257332384362254,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",henri-veesaar-1
228,0.5423150456578505,True,Low,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",naithan-george-1
229,0.7362615005360843,True,Medium,"{'positive_factors': ['cluster', 'sos_change'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS']}",terrence-brown-1
230,0.7681824249741332,True,Medium,"{'positive_factors': ['cluster'], 'negative_factors': ['before_WS/40', 'before_USG%', 'before_OWS', 'before_G_x']}",pryce-sandfort-1
