Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,cluster
2024-25,Lafayette,Patriot,FR,G,32,19,26.5,4.4,8.8,0.498,2.5,5.2,0.479,1.9,3.6,0.526,0.64,2.6,3.1,0.84,0.5,2.1,2.6,1.1,0.6,0.2,1.3,1.8,13.9,Unknown,Patriot,FR,G,32,19,847,19.8,0.675,0.59,0.353,365,2.1,9.3,5.7,9.2,1.3,0.7,11.5,23.7,2.4,0.9,3.4,0.159,3.2,-1.9,1.3,Unknown,alex-chaikin-1,2
2024-25,Arizona State,Big 12,SR,G,30.0,30.0,29.7,3.4,7.5,0.449,1.9,4.4,0.429,1.5,3.1,0.478,0.576,1.1,1.5,0.756,0.5,1.8,2.3,1.9,1.0,0.0,1.4,2.2,9.8,Unknown,Big 12,SR,G,30.0,30.0,891.0,12.0,0.595,0.591,0.2,275.0,1.8,6.8,4.3,12.4,2.0,0.1,14.6,16.4,1.2,0.6,1.8,0.08,1.5,2.5,4.1,Unknown,adam-miller-3,4
2024-25,South Carolina,SEC,SO,G,10,0,1.5,0.1,0.2,0.5,0.0,0.0,0,0.1,0.2,0.5,0.5,0.0,0.0,,0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.3,0.2,Unknown,SEC,SO,G,10,0,15,-1.4,0.5,0.0,0.0,3,8.1,8.0,8.1,13.1,0.0,0.0,50.0,13.8,0.0,0.0,0.0,-0.055,-8.5,-0.7,-9.1,Unknown,austin-herro-1,1
2024-25,Memphis,AAC,SR,G,35.0,0.0,14.4,1.7,4.1,0.4,1.3,3.3,0.393,0.3,0.8,0.429,0.559,0.8,0.9,0.933,0.4,1.1,1.5,0.3,0.3,0.0,0.5,0.9,5.4,Unknown,AAC,SR,G,35.0,0.0,504.0,12.3,0.597,0.807,0.207,164.0,3.0,8.6,5.9,4.1,1.2,0.0,10.7,17.0,1.0,0.5,1.5,0.118,2.4,0.3,2.6,Unknown,pj-carter-1,4
2024-25,Texas Tech,Big 12,SR,C,35.0,6.0,18.9,2.1,2.9,0.743,0.0,0.0,0,2.1,2.9,0.743,0.743,0.9,1.7,0.492,2.3,2.2,4.5,0.7,0.4,0.8,0.7,2.1,5.1,Unknown,Big 12,SR,C,35.0,6.0,662.0,18.4,0.692,0.0,0.604,197.0,14.4,13.3,13.8,6.1,1.4,4.5,15.6,11.9,1.7,1.1,2.8,0.172,3.6,3.5,7.1,Unknown,federiko-federiko-1,3
2024-25,UCLA,Big Ten,SR,G,11.0,0.0,7.4,0.4,2.4,0.154,0.2,1.6,0.111,0.2,0.7,0.25,0.192,0.2,0.2,1.0,0.2,0.5,0.6,0.1,0.4,0.0,0.3,0.5,1.1,Unknown,Big Ten,SR,G,11.0,0.0,81.0,-2.5,0.223,0.692,0.077,12.0,3.0,7.9,5.4,2.0,3.0,0.0,10.0,19.2,-0.2,0.1,-0.1,-0.056,-9.0,1.2,-7.9,Unknown,dominick-harris-1,1
2024-25,Troy,Sun Belt,JR,F,34,33,21.9,2.7,5.6,0.487,0.6,1.9,0.333,2.1,3.7,0.563,0.542,1.8,2.5,0.721,1.9,2.9,4.8,0.7,0.6,0.8,1.1,2.3,7.9,Unknown,Sun Belt,JR,F,34,33,744,16.9,0.581,0.333,0.455,255,9.7,14.5,12.1,6.2,1.6,3.9,13.9,17.6,1.5,1.4,2.9,0.155,-0.2,0.7,0.4,Unknown,jackson-fields-1,0
2024-25,Mount St. Mary's,MAAC,SO,G,30,30,28.2,2.9,6.3,0.468,2.6,5.5,0.464,0.4,0.7,0.5,0.673,1.0,1.3,0.816,0.4,1.3,1.7,1.3,0.6,0.1,0.4,1.2,9.5,Unknown,MAAC,SO,G,30,30,846,14.5,0.689,0.883,0.202,239,1.8,4.8,3.4,9.4,1.3,0.4,5.1,13.1,2.2,0.8,3.1,0.145,2.3,-0.6,1.7,Unknown,carmelo-pacheco-1,2
2024-25,UC Davis,Big West,SR,G,32.0,32.0,27.6,4.3,7.3,0.587,0.1,0.5,0.25,4.2,6.8,0.612,0.596,2.5,3.8,0.659,1.5,3.7,5.3,1.1,1.2,0.8,2.3,2.6,11.3,Unknown,Big West,SR,G,32.0,32.0,883.0,17.6,0.615,0.068,0.523,336.0,6.3,15.9,11.0,9.5,2.4,3.2,19.9,21.1,1.2,1.5,2.7,0.122,-1.4,1.1,-0.4,Unknown,pablo-tamba-1,0
2024-25,Kansas State,Big 12,JR,F,24.0,2.0,11.0,1.2,1.7,0.7,0.0,0.0,0,1.2,1.7,0.7,0.7,0.4,0.5,0.769,1.0,1.5,2.4,0.1,0.3,0.9,0.3,1.0,2.8,Unknown,Big 12,JR,F,24.0,2.0,265.0,18.0,0.715,0.0,0.325,62.0,10.0,15.4,12.6,1.4,1.6,8.5,11.5,10.0,0.6,0.5,1.0,0.155,1.9,3.8,5.8,Unknown,ugonna-onyenso-1,3
2024-25,Tarleton State,WAC,FR,F,23,19,26.3,4.3,9.4,0.461,0.9,2.8,0.328,3.4,6.7,0.516,0.509,1.7,2.1,0.796,1.4,2.9,4.3,1.4,1.1,0.9,2.6,3.3,11.3,Unknown,WAC,FR,F,23,19,606,14.6,0.541,0.295,0.226,244,6.8,14.2,10.5,13.9,2.4,4.5,19.7,25.3,0.2,1.0,1.2,0.082,-1.6,0.3,-1.3,Unknown,keitenn-bristow-1,4
2024-25,UCF,Big 12,SO,G,35,0,8.5,1.1,2.4,0.459,0.2,0.7,0.304,0.9,1.8,0.516,0.5,0.5,0.6,0.9,0.2,0.8,1.0,0.8,0.3,0.0,0.6,0.7,2.9,Unknown,Big 12,SO,G,35,0,297,12.2,0.545,0.271,0.235,103,2.1,10.6,6.3,18.5,1.9,0.0,17.5,18.3,0.3,0.2,0.5,0.069,-0.1,1.0,1.0,Unknown,dior-johnson-1,4
2024-25,UNLV,MWC,SR,G,33.0,8.0,23.3,3.8,9.9,0.387,1.7,4.8,0.35,2.1,5.0,0.422,0.472,0.9,1.2,0.732,0.7,3.6,4.3,1.2,0.9,0.1,1.5,2.1,10.2,Unknown,MWC,SR,G,33.0,8.0,770.0,13.8,0.489,0.491,0.126,309.0,3.5,17.5,10.6,11.7,2.3,0.3,12.2,27.1,0.2,1.2,1.4,0.075,0.7,0.8,1.5,Unknown,jailen-bedford-1,4
2024-25,Miami (FL),ACC,SR,G,31.0,17.0,21.8,2.6,6.4,0.404,1.0,3.2,0.323,1.5,3.2,0.485,0.485,1.1,1.3,0.829,0.7,1.7,2.4,1.0,1.1,0.6,0.8,1.8,7.3,Unknown,ACC,SR,G,31.0,17.0,677.0,13.9,0.52,0.5,0.207,216.0,3.7,10.1,6.8,7.9,2.9,3.0,10.7,18.6,0.7,0.1,0.9,0.051,0.8,-0.2,0.6,Unknown,aj-staton-mccray-1,4
2024-25,Connecticut,Big East,JR,G,34.0,5.0,12.4,1.5,4.1,0.377,0.7,1.9,0.359,0.9,2.2,0.392,0.46,0.7,1.0,0.758,0.1,0.7,0.8,1.3,0.2,0.0,0.6,1.5,4.5,Unknown,Big East,JR,G,34.0,5.0,420.0,10.2,0.495,0.464,0.239,150.0,1.2,6.5,4.0,19.1,1.0,0.0,11.5,21.8,0.6,0.3,0.9,0.087,-1.4,-0.2,-1.6,Unknown,aidan-mahaney-1,4
2024-25,UCF,Big 12,FR,G,18,5,14.0,1.8,4.9,0.371,0.5,1.8,0.281,1.3,3.2,0.421,0.421,0.9,1.1,0.8,0.4,1.6,1.9,0.7,0.4,0.2,0.6,1.2,5.1,Unknown,Big 12,FR,G,18,5,252,10.8,0.462,0.36,0.225,86,2.9,12.0,7.4,9.8,1.8,1.6,10.0,20.6,0.1,0.2,0.3,0.05,0.2,0.8,1.0,Unknown,mikey-williams-1,4
2024-25,St. John's (NY),Big East,JR,F,34.0,1.0,7.1,1.1,2.1,0.542,0.0,0.1,0.0,1.1,2.0,0.565,0.542,0.4,0.5,0.722,0.5,1.2,1.7,0.1,0.1,0.5,0.4,1.0,2.7,Unknown,Big East,JR,F,34.0,1.0,243.0,16.7,0.565,0.042,0.25,82.0,7.7,17.7,12.6,3.7,0.9,8.2,13.0,17.9,0.4,0.6,1.0,0.161,-1.5,4.0,2.5,Unknown,vincent-iwuchukwu-1,0
2024-25,Michigan,Big Ten,SR,G,5,0,3.8,0.2,0.8,0.25,0.0,0.0,0,0.2,0.8,0.25,0.25,0.4,1.0,0.4,0.4,0.8,1.2,0.2,0.2,0.0,0.6,0.6,0.8,Unknown,Big Ten,SR,G,5,0,19,1.1,0.314,0.0,1.25,5,12.7,21.6,17.5,8.4,3.0,0.0,32.0,24.2,-0.1,0.0,0.0,-0.057,-12.0,1.5,-10.5,Unknown,jace-howard-1,1
2024-25,Washington,Big Ten,JR,C,12.0,0.0,5.7,0.6,1.0,0.583,0.0,0.0,0,0.6,1.0,0.583,0.583,0.4,0.8,0.5,0.3,0.8,1.1,0.0,0.0,0.3,0.3,1.6,1.6,Unknown,Big Ten,JR,C,12.0,0.0,68.0,7.4,0.567,0.0,0.833,18.0,6.8,16.7,11.6,0.0,0.0,4.8,19.3,15.6,0.0,0.1,0.1,0.047,-7.7,-0.3,-7.9,Unknown,kc-ibekwe-1,0
2024-25,North Florida,A-Sun,FR,F,30,30,22.5,5.6,10.0,0.557,0.4,1.1,0.333,5.2,8.9,0.584,0.575,1.9,2.7,0.695,3.0,4.1,7.1,0.6,0.7,0.5,1.0,2.7,13.4,Unknown,A-Sun,FR,F,30,30,676,25.2,0.593,0.11,0.273,372,13.8,19.8,16.7,5.2,1.7,2.0,8.4,26.0,2.2,0.5,2.7,0.159,1.4,-3.4,-2.0,Unknown,josh-harris-1,3
2024-25,Southern California,Big Ten,FR,F,22,1,7.6,0.7,1.8,0.385,0.1,0.8,0.176,0.5,1.0,0.545,0.423,0.5,0.9,0.55,0.2,1.2,1.4,0.5,0.2,0.3,0.2,0.9,2.0,Unknown,Big Ten,FR,F,22,1,167,11.4,0.454,0.436,0.513,46,3.9,18.9,11.7,10.2,1.4,4.8,7.6,16.2,0.1,0.2,0.3,0.078,-0.9,2.7,1.8,Unknown,jalen-shelley-1,0
2024-25,Western Kentucky,CUSA,SR,G,32.0,21.0,22.5,3.1,6.6,0.467,0.7,1.7,0.434,2.4,5.0,0.478,0.521,1.0,1.6,0.608,0.7,2.5,3.2,2.1,0.9,0.0,1.8,1.9,7.9,Unknown,CUSA,SR,G,32.0,21.0,719.0,12.2,0.533,0.25,0.241,259.0,3.0,11.7,7.3,18.2,2.3,0.0,19.7,19.9,0.3,1.0,1.3,0.072,-2.3,0.2,-2.1,Unknown,braxton-bayless-1,4
2024-25,Texas,SEC,FR,F,9,0,4.8,1.0,1.3,0.75,0.1,0.1,1.0,0.9,1.2,0.727,0.792,0.1,0.2,0.5,0.2,0.9,1.1,0.1,0.1,0.3,0.0,0.7,2.2,Unknown,SEC,FR,F,9,0,43,27.3,0.772,0.083,0.167,16,5.5,20.9,13.4,5.0,1.4,7.7,0.0,15.4,0.2,0.1,0.3,0.239,4.0,3.5,7.5,Unknown,jamie-vinson-1,3
2024-25,Alabama,SEC,FR,F,24,3,14.0,2.1,4.6,0.45,0.4,1.6,0.263,1.7,3.0,0.548,0.495,1.4,2.4,0.579,0.9,1.9,2.8,0.7,0.3,0.2,0.8,1.2,6.0,Unknown,SEC,FR,F,24,3,337,13.7,0.518,0.342,0.514,140,7.1,13.0,10.3,8.1,0.9,1.3,12.1,21.2,0.5,0.3,0.8,0.095,1.9,2.0,3.9,Unknown,derrion-reid-1,2
2024-25,Western Kentucky,CUSA,SR,G,32,28,29.1,5.7,14.3,0.395,2.0,6.5,0.311,3.6,7.8,0.466,0.466,3.6,4.4,0.823,0.7,2.7,3.3,1.7,1.4,0.1,1.4,1.4,17.0,Unknown,CUSA,SR,G,32,28,930,18.8,0.517,0.456,0.308,500,2.3,9.5,5.9,12.8,2.7,0.3,8.1,29.9,1.5,1.3,2.8,0.119,3.0,0.3,3.3,Unknown,don-mchenry-1,2
2024-25,St. Mary's (CA),WCC,SO,G,35,35,26.7,3.0,7.9,0.38,0.7,2.3,0.293,2.3,5.5,0.418,0.424,1.6,2.4,0.687,0.3,2.7,3.1,2.6,0.7,0.3,0.8,1.3,8.3,Unknown,WCC,SO,G,35,35,935,13.0,0.461,0.297,0.301,291,1.3,12.2,6.7,17.4,1.7,1.4,7.9,18.9,1.3,1.9,3.2,0.135,0.1,3.8,3.9,Unknown,jordan-ross-1,4
2024-25,California,ACC,JR,F,24.0,10.0,17.7,2.5,5.6,0.452,1.0,2.6,0.365,1.6,3.0,0.528,0.537,1.1,1.7,0.675,1.1,2.8,3.8,0.3,0.5,0.2,0.9,1.7,7.2,Unknown,ACC,JR,F,24.0,10.0,424.0,15.8,0.558,0.467,0.296,156.0,6.5,19.0,12.3,3.5,1.5,1.2,12.5,20.5,0.7,0.4,1.1,0.102,1.0,0.1,1.0,Unknown,joshua-ola-joseph-1,2
2024-25,Butler,Big East,SO,F,10,8,15.3,1.6,2.4,0.667,0.3,0.7,0.429,1.3,1.7,0.765,0.729,1.6,1.9,0.842,0.6,2.5,3.1,0.8,0.3,0.8,0.7,2.7,5.1,Unknown,Big East,SO,F,10,8,153,18.0,0.772,0.292,0.792,49,4.9,17.7,11.7,9.8,1.2,5.2,17.5,13.8,0.4,0.2,0.6,0.162,0.8,4.2,5.0,Unknown,augusto-cassia-1,3
2024-25,Auburn,SEC,SR,G,38.0,34.0,25.6,3.8,8.5,0.448,1.6,4.1,0.381,2.3,4.4,0.509,0.539,3.1,3.5,0.888,0.5,2.5,3.0,2.7,1.2,0.6,1.4,2.7,12.3,Unknown,SEC,SR,G,38.0,34.0,973.0,20.6,0.604,0.478,0.414,452.0,2.4,10.6,6.6,18.0,2.7,2.5,12.0,22.4,3.1,1.7,4.7,0.195,5.6,4.8,10.4,Unknown,chad-baker-mazara-1,2
2024-25,NC State,ACC,SR,G,31.0,25.0,27.4,4.5,10.0,0.453,0.3,1.3,0.205,4.3,8.8,0.489,0.466,2.2,2.9,0.753,1.3,2.6,3.9,1.6,0.7,0.1,1.0,1.5,11.5,Unknown,ACC,SR,G,31.0,25.0,850.0,16.3,0.505,0.125,0.286,342.0,5.3,11.7,8.4,12.9,1.6,0.3,7.8,23.7,1.3,0.8,2.1,0.098,1.6,0.1,1.7,Unknown,marcus-hill-4,2
2024-25,Howard,MEAC,FR,G,32,32,34.4,5.7,12.7,0.447,1.3,3.1,0.404,4.4,9.6,0.461,0.496,6.9,8.4,0.825,1.0,5.2,6.2,3.4,1.0,0.0,2.7,3.1,19.5,Unknown,MEAC,FR,G,32,32,1101,20.0,0.585,0.243,0.658,611,3.5,17.3,10.6,20.1,1.6,0.1,13.9,27.6,3.2,0.9,4.1,0.151,1.5,-2.8,-1.2,Unknown,blake-harper-1,2
2024-25,Washington,Big Ten,SO,G,30.0,27.0,30.7,4.3,8.8,0.492,1.5,3.0,0.495,2.8,5.8,0.491,0.578,1.7,2.4,0.694,1.2,3.8,5.0,0.4,0.9,1.1,1.0,2.2,11.8,Unknown,Big Ten,SO,G,30.0,27.0,920.0,16.6,0.595,0.345,0.273,307.0,4.6,15.6,9.9,2.4,1.8,3.8,9.1,18.3,1.6,0.9,2.5,0.11,2.8,1.2,4.0,Unknown,tyler-harris-5,2
2024-25,Utah Valley,WAC,JR,G,34,34,30.0,4.5,10.3,0.436,0.6,2.6,0.253,3.8,7.7,0.496,0.467,4.8,7.0,0.688,0.7,4.5,5.2,1.7,0.9,0.7,2.3,1.3,14.4,Unknown,WAC,JR,G,34,34,1019,16.2,0.53,0.249,0.679,450,2.8,16.2,9.7,11.0,1.6,2.4,14.3,26.4,1.1,2.0,3.1,0.122,-0.1,0.2,0.1,Unknown,dominick-nelson-1,2
2024-25,Albany (NY),AEC,JR,G,31.0,31.0,30.4,4.9,12.0,0.411,1.6,4.7,0.352,3.3,7.3,0.449,0.48,2.5,3.1,0.802,0.7,2.0,2.7,2.5,1.5,0.2,2.3,2.4,14.0,Unknown,AEC,JR,G,31.0,31.0,942.0,15.3,0.52,0.39,0.258,413.0,2.6,8.6,5.4,15.7,2.9,0.8,14.4,25.8,1.1,1.0,2.2,0.091,-1.2,-1.9,-3.1,Unknown,amare-marshall-1,4
2024-25,UAB,AAC,SR,F,37,35,27.5,4.8,9.0,0.533,0.0,0.0,0.0,4.8,8.9,0.535,0.533,2.0,3.0,0.67,3.1,4.0,7.1,1.4,0.9,0.8,1.4,1.9,11.6,Unknown,AAC,SR,F,37,35,1019,20.4,0.557,0.003,0.337,429,12.0,15.8,13.9,8.9,1.8,2.7,11.7,20.2,2.4,1.1,3.5,0.139,2.3,-0.6,1.8,Unknown,christian-coleman-1,3
2024-25,Iowa,Big Ten,SO,G,27.0,12.0,16.5,2.3,5.2,0.436,0.3,1.3,0.265,1.9,3.9,0.491,0.468,1.0,1.6,0.643,0.7,2.3,3.0,1.4,0.5,0.7,0.9,1.5,5.9,Unknown,Big Ten,SO,G,27.0,12.0,446.0,13.9,0.494,0.243,0.3,165.0,5.0,16.5,10.7,13.2,1.6,4.3,13.5,20.8,0.3,0.4,0.7,0.066,0.4,1.7,2.2,Unknown,seydou-traore-1,4
2024-25,Cincinnati,Big 12,SO,F,31.0,0.0,9.1,1.3,2.6,0.494,0.1,0.3,0.444,1.2,2.3,0.5,0.519,0.8,1.3,0.634,0.9,1.5,2.3,0.4,0.3,0.5,0.7,1.2,3.5,Unknown,Big 12,SO,F,31.0,0.0,281.0,18.3,0.547,0.111,0.506,110.0,11.0,19.2,15.0,7.3,2.1,5.7,17.3,22.3,0.4,0.6,1.0,0.137,-1.3,3.2,1.9,Unknown,arrinten-page-2,3
2024-25,UC San Diego,Big West,JR,F,34,33,25.0,3.4,8.7,0.39,1.6,5.2,0.307,1.8,3.5,0.513,0.481,2.4,3.1,0.748,1.5,3.7,5.2,1.2,0.8,0.4,1.3,2.6,10.7,Unknown,Big West,JR,F,34,33,851,16.1,0.526,0.597,0.363,358,7.0,17.4,12.2,9.0,1.9,2.2,11.5,24.0,1.3,2.1,3.5,0.163,0.2,0.9,1.1,Unknown,nordin-kapic-1,2
2024-25,Florida State,ACC,SO,F,31.0,2.0,15.4,2.5,5.6,0.434,1.4,3.8,0.37,1.0,1.8,0.571,0.56,0.7,1.0,0.71,0.3,1.6,1.9,0.5,0.4,0.2,0.7,1.4,7.0,Unknown,ACC,SO,F,31.0,2.0,476.0,15.1,0.575,0.68,0.177,184.0,2.5,11.6,7.1,6.4,1.6,1.8,10.0,22.1,0.8,0.6,1.4,0.115,3.0,0.6,3.5,Unknown,jerry-deng-1,2
2024-25,Southern Illinois,MVC,SO,G,32,31,34.1,5.5,12.2,0.455,2.0,5.3,0.376,3.5,6.8,0.516,0.537,3.2,4.2,0.763,1.4,3.5,4.9,2.6,1.3,0.2,2.3,2.3,16.3,Unknown,MVC,SO,G,32,31,1091,18.4,0.575,0.437,0.347,495,5.0,11.8,8.5,15.2,2.2,0.7,13.7,24.5,2.3,1.0,3.4,0.123,2.3,-0.8,1.5,Unknown,kennard-davis-1,2
2024-25,Virginia,ACC,FR,G,29,1,12.8,1.0,3.1,0.333,0.8,2.5,0.333,0.2,0.6,0.333,0.467,0.5,0.6,0.938,0.1,1.2,1.3,0.8,0.2,0.1,0.3,1.0,3.4,Unknown,ACC,FR,G,29,1,372,9.8,0.507,0.8,0.178,96,1.1,11.7,6.6,12.4,1.2,0.6,9.3,16.9,0.3,0.3,0.5,0.058,-0.2,0.3,0.1,Unknown,ishan-sharma-1,4
2024-25,Texas A&MâCorpus Christi,Southland,FR,G,19,17,25.9,4.2,9.4,0.441,0.4,1.7,0.219,3.8,7.7,0.49,0.461,2.2,4.8,0.446,0.8,2.4,3.2,3.7,1.1,0.3,2.1,2.5,10.8,Unknown,Southland,FR,G,19,17,492,14.3,0.463,0.179,0.514,221,3.9,10.3,7.2,26.2,2.5,1.2,14.9,26.6,0.3,0.9,1.2,0.096,-1.6,-0.6,-2.2,Unknown,isaac-williams-2,4
2024-25,Brigham Young,Big 12,FR,G,21,0,5.2,0.4,1.2,0.346,0.1,0.4,0.222,0.3,0.8,0.412,0.385,0.2,0.3,0.714,0.2,0.4,0.6,0.7,0.3,0.0,0.3,0.7,1.2,Unknown,Big 12,FR,G,21,0,110,10.0,0.426,0.346,0.269,34,5.5,8.3,6.9,21.7,3.2,0.0,17.0,16.2,0.1,0.1,0.2,0.084,-3.5,2.8,-0.7,Unknown,elijah-crawford-1,4
2024-25,Houston,Big 12,JR,G,40,6,20.3,2.5,5.5,0.443,0.7,2.1,0.337,1.8,3.5,0.507,0.507,0.9,1.2,0.729,1.0,1.8,2.7,0.7,0.9,0.3,0.7,1.2,6.5,Unknown,Big 12,JR,G,40,6,812,15.8,0.531,0.376,0.217,246,5.6,10.4,8.0,6.6,2.9,2.1,9.6,17.7,1.4,1.9,3.3,0.162,3.2,5.3,8.6,Unknown,terrance-arceneaux-1,2
2024-25,Virginia Tech,ACC,SO,G,32,10,22.4,2.8,8.2,0.347,1.4,4.8,0.296,1.4,3.4,0.418,0.433,1.0,1.2,0.816,0.2,1.5,1.7,1.4,0.6,0.0,1.1,1.3,8.1,Unknown,ACC,SO,G,32,10,716,9.2,0.461,0.58,0.145,242,0.9,8.5,4.7,13.4,1.5,0.0,11.1,23.1,0.2,0.4,0.6,0.034,-1.1,-0.1,-1.2,Unknown,jaydon-young-1,4
2024-25,Long Beach State,Big West,SR,G,32.0,32.0,36.0,6.1,15.1,0.401,2.1,5.7,0.376,3.9,9.5,0.416,0.471,4.6,5.2,0.886,0.2,4.4,4.6,4.5,1.5,0.1,3.7,2.1,18.9,Unknown,Big West,SR,G,32.0,32.0,1152.0,18.2,0.536,0.374,0.345,603.0,0.8,14.5,7.8,31.0,2.6,0.3,17.2,31.2,1.8,1.0,2.8,0.096,2.1,-1.5,0.6,Unknown,devin-askew-1,2
2024-25,Georgetown,Big East,JR,G,27.0,22.0,30.6,4.4,11.1,0.393,2.0,5.7,0.344,2.4,5.4,0.445,0.482,2.1,2.8,0.75,0.3,1.9,2.1,2.3,1.4,0.1,1.8,1.6,12.8,Unknown,Big East,JR,G,27.0,22.0,825.0,13.6,0.515,0.513,0.253,319.0,1.0,7.3,4.1,14.3,2.7,0.4,12.5,23.4,0.8,1.1,1.9,0.094,0.3,1.0,1.3,Unknown,jayden-epps-1,4
2024-25,Idaho State,Big Sky,SO,G,28.0,28.0,34.3,6.0,13.6,0.441,1.9,5.2,0.356,4.1,8.4,0.494,0.509,5.9,7.3,0.81,0.4,3.1,3.4,5.7,1.7,0.4,2.5,1.6,19.8,Unknown,Big Sky,SO,G,28.0,28.0,961.0,25.4,0.579,0.383,0.538,556.0,1.2,11.2,5.9,35.3,2.9,1.4,12.6,28.4,3.9,1.3,5.3,0.219,5.9,1.0,6.9,Unknown,dylan-darling-1,2
2024-25,Kansas State,Big 12,JR,G,32.0,23.0,32.3,4.5,12.0,0.378,1.1,4.1,0.258,3.5,7.9,0.44,0.422,1.3,1.8,0.724,0.3,2.4,2.8,4.9,1.7,0.0,2.7,1.3,11.4,Unknown,Big 12,JR,G,32.0,23.0,1032.0,11.8,0.445,0.344,0.151,401.0,1.2,8.8,5.0,30.3,3.1,0.0,17.1,24.5,-0.1,1.5,1.4,0.053,-0.3,1.7,1.3,Unknown,dug-mcdaniel-1,4
2024-25,Florida,SEC,JR,F,24.0,0.0,11.9,2.0,4.2,0.465,0.2,0.8,0.2,1.8,3.4,0.531,0.485,0.6,1.1,0.538,1.5,1.9,3.5,0.4,0.3,0.6,0.8,1.6,4.7,Unknown,SEC,JR,F,24.0,0.0,286.0,16.3,0.494,0.198,0.257,115.0,14.5,16.2,15.4,5.5,1.4,5.5,14.4,22.0,0.4,0.6,0.9,0.13,-0.2,2.5,2.3,Unknown,sam-alexis-1,0
2024-25,Elon,CAA,SO,G,25,25,30.8,4.3,11.6,0.374,3.0,8.4,0.351,1.4,3.1,0.436,0.502,3.6,4.5,0.805,1.0,2.8,3.8,0.8,0.3,0.0,1.2,1.5,15.2,Unknown,CAA,SO,G,25,25,770,16.2,0.556,0.73,0.391,333,3.9,9.3,6.8,5.1,0.5,0.1,7.8,24.5,2.2,0.5,2.7,0.14,2.6,-2.7,-0.2,Unknown,nick-dorn-1,2
2024-25,Tulsa,AAC,SR,F,17.0,0.0,17.3,3.5,7.6,0.465,0.8,2.8,0.292,2.7,4.8,0.568,0.519,1.8,2.8,0.638,0.8,3.4,4.2,0.9,0.2,0.7,1.2,2.0,9.6,Unknown,AAC,SR,F,17.0,0.0,294.0,19.8,0.542,0.372,0.364,146.0,5.4,21.2,13.5,12.3,0.8,4.2,11.7,30.1,0.4,0.4,0.8,0.111,1.1,-0.2,0.9,Unknown,jared-garcia-1,2
2024-25,Tulsa,AAC,JR,G,29.0,19.0,26.8,2.1,5.9,0.351,1.5,4.5,0.336,0.6,1.4,0.4,0.48,1.8,2.4,0.732,1.1,3.7,4.8,1.7,1.1,0.5,1.0,1.5,7.4,Unknown,AAC,JR,G,29.0,19.0,777.0,13.8,0.528,0.766,0.415,225.0,4.7,14.9,9.9,11.9,2.4,1.8,12.8,15.6,0.9,1.0,2.0,0.101,-0.1,0.9,0.8,Unknown,braeden-carrington-1,4
2024-25,VCU,A-10,FR,F,35,24,16.8,1.7,2.8,0.598,0.0,0.0,0.0,1.7,2.7,0.604,0.598,0.5,1.1,0.486,1.7,1.6,3.3,0.5,0.5,2.1,0.7,2.0,3.8,Unknown,A-10,FR,F,35,24,589,17.5,0.585,0.01,0.381,143,11.2,10.8,11.0,4.8,1.9,14.4,17.9,11.9,0.8,1.5,2.3,0.157,-1.0,5.5,4.5,Unknown,luke-bamgboye-1,3
2024-25,Arizona State,Big 12,SR,G,25.0,22.0,28.6,4.7,11.2,0.421,2.1,6.0,0.356,2.6,5.2,0.496,0.516,2.1,2.8,0.746,0.6,3.3,3.9,2.6,0.6,0.4,2.0,2.5,13.7,Unknown,Big 12,SR,G,25.0,22.0,716.0,15.6,0.545,0.532,0.254,327.0,2.4,12.9,7.8,19.9,1.3,1.5,13.7,25.8,1.0,0.6,1.6,0.088,3.8,1.6,5.4,Unknown,bj-freeman-1,2
2024-25,Penn State,Big Ten,FR,F,8,0,2.8,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.3,0.4,0.6,0.1,0.0,0.1,0.1,0.1,0.0,Unknown,Big Ten,FR,F,8,0,22,2.4,0.0,0.5,0.0,2,11.1,15.9,13.5,6.6,0.0,5.0,33.3,6.8,0.0,0.0,0.0,-0.008,-4.9,0.2,-4.7,Unknown,hudson-ward-1,1
2024-25,UMBC,AEC,SR,G,32.0,30.0,30.5,5.7,13.0,0.436,3.3,8.0,0.418,2.3,5.0,0.466,0.565,1.9,2.2,0.845,0.2,4.0,4.2,2.0,1.3,0.2,2.1,2.1,16.6,Unknown,AEC,SR,G,32.0,30.0,975.0,18.3,0.589,0.614,0.17,473.0,0.9,14.5,8.0,12.4,2.3,0.7,12.9,26.9,1.6,1.0,2.7,0.11,1.6,-3.1,-1.5,Unknown,marcus-banks-3,2
