Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,previous_school
2024-25,New Hampshire,AEC,SR,C,31.0,31.0,19.3,1.5,3.2,0.49,0.0,0.0,Unknown,1.5,3.2,0.49,0.49,0.7,1.5,0.489,1.9,3.3,5.2,0.3,0.5,0.5,1.0,2.9,3.8,Unknown,AEC,SR,C,31.0,31.0,598.0,10.0,0.494,0.0,0.48,134.0,10.8,19.8,15.1,2.9,1.6,3.0,21.0,12.9,0.1,0.6,0.7,0.05,-7.0,-1.6,-8.6,Unknown,emmanuel-okpomo-1,Temple
2020-21,UC Irvine,Big West,FR,C,27.0,0.0,9.7,0.9,2.0,0.463,0.0,0.1,0.333,0.9,1.9,0.471,0.472,0.7,0.9,0.75,1.0,1.8,2.8,0.2,0.0,0.1,0.5,1.0,2.6,Unknown,Big West,FR,C,27.0,0.0,262.0,13.1,0.528,0.056,0.444,75.0,12.1,19.9,16.2,3.3,0.2,1.8,17.6,15.1,0.4,0.5,0.9,0.133,-2.5,-0.2,-2.7,Unknown,emmanuel-tshimanga-1,
2021-22,UC Irvine,Big West,SO,C,25.0,0.0,10.6,1.4,2.2,0.636,0.0,0.0,0.0,1.4,2.2,0.648,0.636,0.6,1.0,0.64,1.3,2.0,3.3,0.2,0.1,0.1,0.8,2.1,3.4,Unknown,Big West,SO,C,25.0,0.0,266.0,16.4,0.643,0.018,0.455,88.0,14.8,21.4,18.2,3.9,0.7,1.2,22.1,16.9,0.5,0.6,1.1,0.169,-3.0,0.2,-2.8,Unknown,emmanuel-tshimanga-1,UC Irvine
2022-23,UC San Diego,Big West,JR,C,24.0,10.0,19.3,2.4,4.4,0.547,0.0,0.0,Unknown,2.4,4.4,0.547,0.547,2.3,3.0,0.74,2.0,4.2,6.2,0.7,0.3,0.7,1.7,2.6,7.1,Unknown,Big West,JR,C,24.0,10.0,463.0,18.5,0.604,0.0,0.689,180.0,11.9,25.4,18.7,7.7,0.8,3.9,22.1,20.8,0.8,0.6,1.4,0.123,-1.9,-0.6,-2.5,Unknown,emmanuel-tshimanga-1,UC Irvine
2023-24,UC San Diego,Big West,SR,C,22.0,0.0,14.1,1.5,2.5,0.593,0.0,0.0,Unknown,1.5,2.5,0.593,0.593,1.3,2.1,0.596,1.5,3.5,5.0,0.3,0.6,0.7,0.8,2.8,4.2,Unknown,Big West,SR,C,22.0,0.0,311.0,18.2,0.603,0.0,0.87,101.0,12.9,28.5,20.8,3.4,2.5,5.3,19.1,15.9,0.6,0.7,1.3,0.166,-2.3,1.6,-0.7,Unknown,emmanuel-tshimanga-1,UC San Diego
2024-25,New Mexico State,CUSA,SR,C,32.0,29.0,15.4,1.3,2.1,0.627,0.0,0.0,Unknown,1.3,2.1,0.627,0.627,0.9,1.3,0.69,1.5,2.8,4.2,0.5,0.4,0.6,0.7,2.1,3.5,Unknown,CUSA,SR,C,32.0,29.0,494.0,15.5,0.65,0.0,0.627,123.0,10.7,20.3,15.5,5.8,1.7,5.1,20.2,11.1,0.8,1.1,1.9,0.154,-1.8,2.7,0.9,Unknown,emmanuel-tshimanga-1,UC San Diego
2020-21,Davidson,A-10,FR,G,8.0,0.0,4.4,0.5,1.1,0.444,0.3,0.4,0.667,0.3,0.8,0.333,0.556,0.5,0.8,0.667,0.1,0.4,0.5,0.3,0.0,0.0,0.1,0.6,1.8,Unknown,A-10,FR,G,8.0,0.0,35.0,15.8,0.591,0.333,0.667,13.0,3.6,10.6,7.1,10.7,0.0,0.0,7.8,20.3,0.1,0.0,0.1,0.164,-8.1,-3.9,-12.0,Unknown,emory-lanier-1,
2021-22,Davidson,A-10,SO,G,16.0,0.0,6.2,0.4,1.6,0.231,0.1,0.9,0.067,0.3,0.7,0.455,0.25,0.5,0.8,0.667,0.1,0.7,0.8,0.7,0.1,0.1,0.3,1.1,1.3,Unknown,A-10,SO,G,16.0,0.0,99.0,3.5,0.331,0.577,0.462,26.0,1.3,13.0,7.5,18.4,1.2,1.3,13.6,20.2,-0.1,0.1,0.0,0.013,-7.2,1.8,-5.4,Unknown,emory-lanier-1,Davidson
2022-23,SMU,AAC,JR,G,27.0,0.0,7.7,0.4,1.5,0.3,0.2,1.0,0.192,0.3,0.5,0.5,0.363,0.6,1.0,0.63,0.1,0.7,0.8,0.5,0.3,0.1,0.5,1.3,1.7,Unknown,AAC,JR,G,27.0,0.0,207.0,4.8,0.435,0.65,0.675,48.0,1.6,10.6,6.0,11.1,2.2,1.0,21.0,15.9,-0.1,0.2,0.1,0.013,-6.7,0.6,-6.1,Unknown,emory-lanier-1,Davidson
2023-24,SMU,AAC,SR,G,33.0,0.0,10.2,1.2,2.8,0.435,0.8,2.2,0.384,0.4,0.6,0.632,0.587,0.6,0.8,0.76,0.2,0.8,1.0,0.6,0.3,0.0,0.4,1.5,3.8,Unknown,AAC,SR,G,33.0,0.0,335.0,13.7,0.611,0.793,0.272,112.0,2.5,8.5,5.5,9.7,1.7,0.3,11.1,16.8,0.8,0.4,1.2,0.146,0.0,0.9,1.0,Unknown,emory-lanier-1,SMU
2024-25,Rice,AAC,SR,G,30.0,6.0,17.6,1.1,3.7,0.297,0.5,2.0,0.23,0.6,1.7,0.38,0.36,1.2,1.6,0.745,0.6,1.5,2.2,1.0,0.7,0.2,1.0,2.2,3.8,Unknown,AAC,SR,G,30.0,6.0,527.0,6.9,0.431,0.55,0.423,123.0,4.0,9.6,6.8,11.0,2.5,1.0,18.4,15.9,-0.1,0.7,0.6,0.042,-5.0,1.5,-3.5,Unknown,emory-lanier-1,SMU
2021-22,Arizona State,Pac-12,FR,C,31.0,3.0,12.4,0.9,1.7,0.528,0.0,0.0,Unknown,0.9,1.7,0.528,0.528,0.2,0.7,0.304,1.2,2.3,3.5,0.2,0.0,0.9,0.8,1.9,2.0,Unknown,Pac-12,FR,C,31.0,3.0,384.0,9.8,0.493,0.0,0.434,73.0,10.1,20.3,15.2,3.4,0.2,9.0,27.3,11.9,-0.1,0.7,0.7,0.07,-3.9,3.3,-0.6,Unknown,enoch-boakye-1,
2022-23,Arizona State,Pac-12,SO,C,19.0,0.0,3.2,0.3,0.5,0.5,0.0,0.0,Unknown,0.3,0.5,0.5,0.5,0.2,0.5,0.333,0.3,0.4,0.7,0.1,0.1,0.2,0.2,0.6,0.7,Unknown,Pac-12,SO,C,19.0,0.0,60.0,9.2,0.455,0.0,0.9,15.0,10.7,12.6,11.7,6.1,1.0,7.6,21.9,15.3,0.0,0.1,0.1,0.062,-5.3,2.8,-2.4,Unknown,enoch-boakye-1,Arizona State
2023-24,Fresno State,MWC,JR,C,29.0,26.0,22.7,3.2,5.2,0.616,0.0,0.0,Unknown,3.2,5.2,0.616,0.616,1.1,2.2,0.492,2.3,5.4,7.7,0.4,0.6,1.2,1.6,2.4,7.5,Unknown,MWC,JR,C,29.0,26.0,658.0,18.6,0.599,0.0,0.43,218.0,12.6,28.4,20.7,3.6,1.5,5.6,20.5,18.9,0.8,0.9,1.7,0.102,-0.6,0.6,0.0,Unknown,enoch-boakye-1,Arizona State
2024-25,Villanova,Big East,SR,C,36.0,36.0,22.9,1.6,2.4,0.659,0.0,0.0,Unknown,1.6,2.4,0.659,0.659,1.2,1.6,0.746,2.2,4.2,6.4,0.3,0.3,0.7,0.7,2.4,4.4,Unknown,Big East,SR,C,36.0,36.0,823.0,15.0,0.69,0.0,0.67,187.0,12.4,21.8,17.2,2.3,0.9,4.2,18.3,9.4,1.7,1.2,2.9,0.139,1.1,1.8,2.9,Unknown,enoch-boakye-1,Fresno State
2020-21,Robert Morris,Horizon,FR,G,15.0,4.0,15.7,2.0,4.7,0.423,0.3,1.3,0.25,1.7,3.4,0.49,0.458,0.6,1.7,0.346,1.3,1.5,2.9,0.7,1.0,0.3,1.0,2.0,4.9,Unknown,Horizon,FR,G,15.0,4.0,236.0,12.9,0.444,0.282,0.366,76.0,9.5,11.7,10.6,8.0,3.7,2.4,15.3,21.0,0.0,0.2,0.2,0.032,-2.7,-0.7,-3.4,Unknown,enoch-cheeks-1,
2021-22,Robert Morris,Horizon,SO,G,32.0,32.0,31.2,3.1,7.1,0.438,0.9,2.5,0.363,2.2,4.6,0.479,0.502,2.1,2.5,0.827,1.5,3.9,5.4,2.6,1.2,0.8,2.2,2.6,9.2,Unknown,Horizon,SO,G,32.0,32.0,998.0,15.3,0.556,0.354,0.358,321.0,6.3,14.6,10.6,15.2,2.2,2.9,20.7,17.4,1.4,0.6,2.1,0.083,-0.6,-1.2,-1.8,Unknown,enoch-cheeks-1,Robert Morris
2022-23,Robert Morris,Horizon,JR,G,31.0,31.0,33.4,5.6,12.6,0.446,1.6,4.4,0.358,4.0,8.2,0.494,0.509,2.6,3.3,0.794,0.7,3.6,4.4,3.5,1.8,1.3,3.0,2.6,15.4,Unknown,Horizon,JR,G,31.0,31.0,1036.0,19.6,0.545,0.351,0.262,464.0,2.6,12.9,7.7,22.2,3.2,4.1,17.3,26.3,1.6,2.0,3.6,0.138,0.4,1.4,1.8,Unknown,enoch-cheeks-1,Robert Morris
2023-24,Dayton,A-10,JR,G,33.0,33.0,30.5,2.9,6.5,0.444,0.7,2.4,0.304,2.2,4.1,0.526,0.5,1.6,2.3,0.684,1.3,3.5,4.7,2.0,1.2,0.6,1.6,1.8,8.1,Unknown,A-10,JR,G,33.0,33.0,1008.0,13.3,0.532,0.369,0.355,289.0,5.5,12.7,9.4,12.3,2.5,2.4,17.8,16.7,1.0,1.6,2.6,0.103,0.6,2.4,3.1,Unknown,enoch-cheeks-1,Robert Morris
2024-25,Dayton,A-10,SR,G,33.0,33.0,33.8,4.5,9.5,0.473,1.6,4.6,0.355,2.9,4.9,0.583,0.559,2.6,3.2,0.802,1.2,4.9,6.2,2.0,1.8,0.7,1.5,2.1,13.2,Unknown,A-10,SR,G,33.0,33.0,1115.0,19.4,0.598,0.483,0.337,410.0,4.6,17.3,11.0,11.8,3.1,2.6,11.6,19.6,2.5,1.8,4.3,0.154,4.0,2.3,6.3,Unknown,enoch-cheeks-1,Dayton
2023-24,LIU,NEC,FR,G,26.0,21.0,33.5,4.9,12.6,0.387,1.1,3.8,0.283,3.8,8.8,0.432,0.43,1.8,2.7,0.662,0.9,2.8,3.7,3.8,0.6,0.1,3.3,1.0,12.7,Unknown,NEC,FR,G,26.0,21.0,870.0,9.4,0.455,0.302,0.216,340.0,2.9,9.4,6.1,24.6,1.0,0.4,19.0,25.4,-0.6,0.5,-0.1,-0.005,-2.7,-4.1,-6.8,Unknown,eric-acker-1,
2024-25,La Salle,A-10,SO,G,18.0,1.0,15.6,2.2,5.1,0.424,0.4,1.3,0.292,1.8,3.8,0.471,0.462,0.4,1.0,0.444,0.5,1.1,1.6,1.7,0.3,0.1,1.0,0.8,5.2,Unknown,A-10,SO,G,18.0,1.0,280.0,10.9,0.462,0.261,0.196,98.0,3.4,8.1,5.6,22.2,1.2,0.8,15.2,20.8,0.1,0.2,0.2,0.036,-3.0,-2.7,-5.7,Unknown,eric-acker-1,LIU
2023-24,Oklahoma State,Big 12,FR,F,32.0,16.0,22.3,3.5,7.1,0.496,0.6,1.8,0.333,2.9,5.3,0.55,0.538,1.8,2.9,0.602,1.5,3.3,4.8,1.5,0.8,0.1,1.1,2.0,9.3,Unknown,Big 12,FR,F,32.0,16.0,715.0,18.6,0.553,0.252,0.412,298.0,8.1,17.7,13.0,15.0,2.0,0.6,11.5,22.1,1.5,0.9,2.4,0.133,3.0,1.2,4.2,Unknown,eric-dailey-jr-2,
2024-25,UCLA,Big Ten,SO,F,33.0,33.0,23.5,4.2,8.4,0.507,1.0,2.7,0.378,3.2,5.6,0.57,0.569,1.9,2.6,0.721,1.2,2.7,4.0,1.4,1.3,0.2,1.0,2.7,11.4,Unknown,Big Ten,SO,F,33.0,33.0,777.0,21.1,0.593,0.326,0.312,337.0,6.4,14.9,10.5,11.9,3.3,0.9,9.4,23.4,2.2,1.6,3.7,0.191,4.5,3.6,8.0,Unknown,eric-dailey-jr-2,Oklahoma State
2021-22,Ole Miss,SEC,FR,F,15.0,0.0,4.1,0.1,0.7,0.2,0.1,0.3,0.2,0.1,0.3,0.2,0.25,0.1,0.1,0.5,0.1,0.5,0.6,0.3,0.1,0.1,0.2,0.6,0.4,Unknown,SEC,FR,F,15.0,0.0,62.0,0.6,0.274,0.5,0.2,8.0,1.9,15.9,8.7,11.1,1.0,1.8,21.5,11.8,-0.1,0.1,0.0,-0.016,-6.8,1.3,-5.5,Unknown,eric-vanderheijden-1,
2022-23,UNC Wilmington,CAA,SO,F,24.0,0.0,11.2,0.9,2.7,0.328,0.8,2.4,0.328,0.1,0.3,0.333,0.477,0.0,0.1,0.333,0.6,1.1,1.7,0.4,0.5,0.1,0.3,0.8,2.6,Unknown,CAA,SO,F,24.0,0.0,269.0,11.0,0.474,0.906,0.047,64.0,6.4,11.9,9.1,7.2,2.5,1.4,10.9,14.6,0.2,0.5,0.7,0.104,-1.5,0.3,-1.2,Unknown,eric-vanderheijden-1,Ole Miss
2023-24,UNC Wilmington,CAA,JR,F,21.0,0.0,10.2,0.7,1.8,0.368,0.3,1.2,0.28,0.3,0.6,0.538,0.461,0.2,0.3,0.571,1.0,1.0,2.0,0.5,0.2,0.5,0.3,1.0,1.9,Unknown,CAA,JR,F,21.0,0.0,214.0,12.4,0.472,0.658,0.184,53.0,11.9,11.1,11.5,7.5,1.4,5.8,14.5,11.7,0.3,0.3,0.5,0.1,-1.3,-0.9,-2.2,Unknown,eric-vanderheijden-1,UNC Wilmington
2024-25,Campbell,CAA,SR,F,32.0,4.0,14.2,1.4,3.3,0.415,0.4,1.3,0.3,1.0,2.1,0.485,0.472,0.3,0.4,0.714,1.0,1.7,2.8,1.9,0.4,0.5,0.7,1.8,3.4,Unknown,CAA,SR,F,32.0,4.0,453.0,14.6,0.488,0.377,0.132,146.0,8.7,15.0,11.8,25.5,1.9,3.8,16.3,15.9,0.6,0.8,1.4,0.123,-1.9,0.5,-1.3,Unknown,eric-vanderheijden-1,UNC Wilmington
2022-23,Texas A&M,SEC,JR,G,9.0,0.0,3.7,0.4,1.8,0.25,0.4,1.3,0.333,0.0,0.4,0.0,0.375,0.1,0.2,0.5,0.0,0.1,0.1,0.2,0.1,0.0,0.1,0.2,1.4,Unknown,SEC,JR,G,9.0,0.0,33.0,6.0,0.383,0.75,0.125,12.0,0.0,3.5,1.8,12.8,1.8,0.0,5.6,27.4,0.0,0.0,0.0,0.043,-2.0,-3.1,-5.2,Unknown,erik-pratt-1,
2023-24,Milwaukee,Horizon,JR,G,34.0,24.0,27.4,4.4,10.8,0.41,2.1,5.7,0.361,2.4,5.1,0.465,0.505,1.6,2.1,0.8,0.9,2.4,3.3,2.2,0.5,0.3,1.3,1.6,12.5,Unknown,Horizon,JR,G,34.0,24.0,931.0,15.9,0.534,0.53,0.191,401.0,3.6,9.4,6.5,15.5,1.0,1.0,9.7,22.6,2.1,0.4,2.5,0.107,2.3,-2.3,0.0,Unknown,erik-pratt-1,Texas A&M
2024-25,Milwaukee,Horizon,SR,G,24.0,3.0,22.5,3.8,9.0,0.426,1.5,4.4,0.33,2.4,4.6,0.518,0.507,1.5,2.0,0.75,0.8,2.5,3.3,1.8,0.9,0.3,1.4,1.8,10.6,Unknown,Horizon,SR,G,24.0,3.0,540.0,17.1,0.534,0.491,0.222,237.0,4.0,13.4,8.6,14.9,2.3,1.7,12.5,24.0,1.1,0.8,1.9,0.143,0.9,0.3,1.1,Unknown,erik-pratt-1,Milwaukee
2021-22,NC State,ACC,FR,F,14.0,0.0,7.1,0.6,1.4,0.474,0.0,0.3,0.0,0.6,1.1,0.6,0.474,0.4,0.7,0.5,0.8,0.9,1.6,0.0,0.2,0.4,0.4,1.1,1.6,Unknown,ACC,FR,F,14.0,0.0,100.0,12.6,0.484,0.211,0.526,25.0,11.5,14.6,12.9,0.0,1.8,6.4,17.4,14.5,0.1,0.1,0.1,0.054,-3.2,0.3,-2.9,Unknown,ernest-ross-1,
2022-23,NC State,ACC,SO,F,34.0,0.0,11.4,1.3,2.6,0.5,0.1,0.6,0.2,1.2,2.0,0.588,0.523,0.8,1.3,0.591,0.9,1.6,2.5,0.3,0.4,0.8,0.6,1.9,3.5,Unknown,ACC,SO,F,34.0,0.0,386.0,16.0,0.542,0.227,0.5,121.0,8.7,16.4,12.4,3.9,2.1,7.4,14.9,16.4,0.5,0.7,1.2,0.126,-1.9,2.6,0.7,Unknown,ernest-ross-1,NC State
2023-24,NC State,ACC,JR,F,14.0,0.0,3.4,0.1,0.8,0.182,0.0,0.6,0.0,0.1,0.2,0.667,0.182,0.0,0.0,Unknown,0.0,0.4,0.4,0.0,0.1,0.1,0.1,0.6,0.3,Unknown,ACC,JR,F,14.0,0.0,48.0,-3.1,0.182,0.727,0.0,3.0,0.0,14.3,7.1,0.0,1.2,4.5,8.3,12.8,-0.1,0.1,-0.1,-0.06,-10.7,-0.1,-10.8,Unknown,ernest-ross-1,NC State
2024-25,Grambling State,SWAC,SR,F,31.0,19.0,21.6,2.7,5.8,0.469,0.4,1.5,0.261,2.3,4.3,0.541,0.503,1.8,2.4,0.767,1.0,2.7,3.7,0.6,0.4,1.0,1.4,2.4,7.6,Unknown,SWAC,SR,F,31.0,19.0,670.0,13.6,0.552,0.257,0.408,224.0,5.8,14.1,10.1,6.5,1.1,4.8,16.8,20.3,0.5,1.1,1.7,0.1,-3.5,-0.9,-4.3,Unknown,ernest-ross-1,NC State
2022-23,Kansas,Big 12,FR,C,30.0,0.0,8.3,1.1,1.5,0.756,0.0,0.0,Unknown,1.1,1.5,0.756,0.756,0.3,0.7,0.409,0.8,1.0,1.8,0.3,0.7,0.6,0.5,1.6,2.6,Unknown,Big 12,FR,C,30.0,0.0,249.0,20.3,0.694,0.0,0.489,74.0,10.9,13.2,12.1,6.5,4.6,7.7,22.4,14.4,0.4,0.6,1.1,0.174,0.1,6.6,6.7,Unknown,ernest-udeh-jr-1,
2023-24,TCU,Big 12,SO,C,29.0,29.0,17.3,1.3,2.2,0.609,0.0,0.0,Unknown,1.3,2.2,0.609,0.609,1.6,2.9,0.56,2.4,2.9,5.3,0.3,1.0,0.8,0.7,2.1,4.3,Unknown,Big 12,SO,C,29.0,29.0,502.0,18.3,0.602,0.0,1.313,143.0,15.9,19.9,17.9,2.9,3.3,4.8,16.8,11.9,0.9,1.1,2.0,0.161,1.5,2.9,4.5,Unknown,ernest-udeh-jr-1,Kansas
2024-25,TCU,Big 12,JR,C,30.0,30.0,26.6,2.4,3.7,0.634,0.0,0.0,Unknown,2.4,3.7,0.634,0.634,1.8,3.1,0.598,3.1,4.4,7.5,1.2,1.4,1.3,1.1,2.2,6.6,Unknown,Big 12,JR,C,30.0,30.0,799.0,20.1,0.633,0.0,0.821,221.0,12.8,20.6,16.5,8.5,3.2,5.9,17.5,11.9,1.6,1.7,3.2,0.162,2.6,4.9,7.5,Unknown,ernest-udeh-jr-1,TCU
2020-21,Coastal Carolina,Sun Belt,FR,C,26.0,25.0,25.0,4.7,8.4,0.56,0.0,0.1,0.5,4.7,8.3,0.56,0.562,2.7,4.5,0.602,3.6,5.3,8.9,0.8,0.5,0.8,1.6,2.0,12.2,Unknown,Sun Belt,FR,C,26.0,25.0,651.0,24.8,0.577,0.009,0.541,309.0,15.7,21.2,18.6,6.6,1.1,4.1,13.3,22.6,2.1,1.4,3.5,0.212,1.0,-1.1,-0.1,Unknown,essam-mostafa-1,
2021-22,Coastal Carolina,Sun Belt,SO,C,33.0,30.0,28.9,5.1,10.2,0.499,0.0,0.2,0.125,5.0,9.9,0.508,0.5,2.8,4.7,0.61,3.3,6.1,9.4,1.1,0.5,1.1,1.9,2.8,13.0,Unknown,Sun Belt,SO,C,33.0,30.0,953.0,21.7,0.526,0.024,0.46,427.0,13.2,22.0,17.8,7.9,1.0,4.8,13.4,24.9,2.1,2.0,4.1,0.173,-0.4,-0.3,-0.7,Unknown,essam-mostafa-1,Coastal Carolina
2022-23,Coastal Carolina,Sun Belt,JR,C,26.0,25.0,28.9,4.9,8.9,0.552,0.0,0.0,0.0,4.9,8.9,0.554,0.552,2.5,3.8,0.667,3.4,6.6,10.0,0.9,0.6,0.7,1.6,2.3,12.4,Unknown,Sun Belt,JR,C,26.0,25.0,751.0,22.8,0.577,0.004,0.427,322.0,13.4,24.8,19.2,6.3,1.2,2.9,12.8,21.2,2.0,0.9,2.9,0.156,1.7,-2.3,-0.7,Unknown,essam-mostafa-1,Coastal Carolina
2023-24,TCU,Big 12,SR,C,30.0,0.0,9.6,1.0,2.0,0.517,0.0,0.0,Unknown,1.0,2.0,0.517,0.517,0.7,1.1,0.636,1.5,1.7,3.2,0.4,0.3,0.4,0.3,1.1,2.8,Unknown,Big 12,SR,C,30.0,0.0,289.0,19.1,0.548,0.0,0.55,97.0,17.8,20.6,19.2,6.4,1.8,5.0,11.7,14.2,0.7,0.5,1.2,0.165,1.5,1.3,2.8,Unknown,essam-mostafa-1,Coastal Carolina
2024-25,Middle Tennessee,CUSA,SR,C,33.0,33.0,27.2,6.0,9.8,0.606,0.2,0.3,0.455,5.8,9.5,0.611,0.614,2.4,3.9,0.625,3.4,5.8,9.2,1.2,1.2,0.9,1.2,2.8,14.5,Unknown,CUSA,SR,C,33.0,33.0,898.0,29.0,0.621,0.034,0.394,468.0,13.9,23.4,18.7,9.7,2.5,3.5,9.4,23.6,3.4,1.9,5.3,0.237,5.3,1.0,6.3,Unknown,essam-mostafa-1,TCU
2019-20,Boston University,Patriot,FR,G,31.0,1.0,16.0,1.0,3.0,0.344,0.5,1.5,0.298,0.6,1.5,0.391,0.419,0.5,0.6,0.737,0.1,0.8,1.0,1.1,0.6,0.0,0.9,1.4,3.0,Unknown,Patriot,FR,G,31.0,1.0,495.0,5.9,0.451,0.505,0.204,98.0,0.9,6.2,3.5,11.4,2.2,0.0,21.5,13.7,-0.1,0.6,0.5,0.041,-4.8,0.1,-4.7,Unknown,ethan-brittain-watts-1,
2020-21,Boston University,Patriot,SO,G,17.0,13.0,23.4,1.3,3.9,0.333,1.1,2.4,0.475,0.2,1.5,0.115,0.477,1.0,1.2,0.81,0.1,0.7,0.8,1.5,0.5,0.1,1.2,2.0,4.7,Unknown,Patriot,SO,G,17.0,13.0,397.0,6.2,0.526,0.606,0.318,81.0,0.3,3.5,1.9,11.0,1.3,0.5,21.7,12.6,0.2,0.0,0.2,0.021,-3.0,-1.5,-4.5,Unknown,ethan-brittain-watts-1,Boston University
2021-22,Boston University,Patriot,JR,G,23.0,4.0,20.0,1.5,4.5,0.34,0.9,3.0,0.294,0.7,1.5,0.429,0.437,0.8,1.0,0.818,0.3,1.0,1.3,0.7,0.5,0.0,1.1,1.2,4.7,Unknown,Patriot,JR,G,23.0,4.0,460.0,6.3,0.476,0.66,0.214,104.0,1.6,6.5,4.0,6.7,1.5,0.0,18.1,16.0,0.1,0.3,0.4,0.035,-3.6,-2.5,-6.1,Unknown,ethan-brittain-watts-1,Boston University
2022-23,Boston University,Patriot,SR,G,29.0,21.0,24.1,2.9,7.3,0.401,1.3,3.5,0.373,1.6,3.8,0.427,0.491,1.4,1.6,0.933,0.3,1.2,1.5,2.0,0.8,0.0,1.4,1.7,8.6,Unknown,Patriot,SR,G,29.0,21.0,698.0,13.5,0.536,0.481,0.212,245.0,1.6,5.9,3.7,17.9,2.1,0.2,14.9,20.6,1.0,0.8,1.8,0.104,-1.2,-1.4,-2.6,Unknown,ethan-brittain-watts-1,Boston University
2024-25,Ball State,MAC,SR,G,31.0,19.0,25.8,2.2,5.6,0.394,1.4,3.8,0.359,0.9,1.9,0.466,0.514,1.0,1.3,0.821,0.2,1.7,1.9,1.9,0.4,0.0,0.7,2.4,6.8,Unknown,MAC,SR,G,31.0,19.0,801.0,9.2,0.548,0.669,0.223,210.0,0.9,7.5,4.3,13.9,0.9,0.0,10.2,13.7,1.0,0.6,1.6,0.08,-2.5,-1.7,-4.2,Unknown,ethan-brittain-watts-1,Boston University
2022-23,Oregon,Pac-12,FR,F,2.0,0.0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,Unknown,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,Unknown,Pac-12,FR,F,2.0,0.0,7.0,2.4,0.0,1.0,0.0,0.0,0.0,15.9,8.2,0.0,0.0,15.5,0.0,7.4,0.0,0.0,0.0,-0.02,-1.5,3.2,1.7,Unknown,ethan-butler-1,
2023-24,Northern Illinois,MAC,SO,F,28.0,6.0,14.8,1.4,2.8,0.494,0.2,0.6,0.333,1.2,2.2,0.541,0.532,0.5,0.9,0.577,0.8,2.3,3.1,0.4,0.1,0.5,0.7,1.4,3.5,Unknown,MAC,SO,F,28.0,6.0,415.0,10.8,0.542,0.228,0.329,101.0,6.3,17.1,11.8,4.4,0.6,3.5,18.0,13.4,0.3,0.3,0.6,0.058,-2.9,-1.2,-4.1,Unknown,ethan-butler-1,Oregon
2024-25,Northern Illinois,MAC,JR,F,19.0,19.0,24.7,3.7,7.1,0.53,0.3,1.3,0.2,3.5,5.7,0.606,0.549,1.2,1.8,0.657,1.5,2.6,4.1,0.7,0.7,1.5,1.5,2.7,8.9,Unknown,MAC,JR,F,19.0,19.0,469.0,15.1,0.564,0.187,0.261,162.0,6.4,12.0,9.1,6.6,1.6,7.0,15.7,19.4,0.4,0.6,1.0,0.082,-3.5,-0.6,-4.0,Unknown,ethan-butler-1,Northern Illinois
2020-21,Purdue,Big Ten,FR,G,23.0,0.0,8.7,0.2,0.9,0.25,0.2,0.6,0.286,0.0,0.3,0.167,0.35,0.0,0.0,Unknown,0.1,0.7,0.8,0.9,0.1,0.0,0.6,0.4,0.6,Unknown,Big Ten,FR,G,23.0,0.0,200.0,1.9,0.35,0.7,0.0,24.0,1.2,9.3,5.3,16.5,0.6,0.7,41.2,8.8,-0.2,0.2,0.0,-0.002,-2.5,2.0,-0.5,Unknown,ethan-morton-1,
2021-22,Purdue,Big Ten,SO,G,37.0,0.0,14.8,0.8,1.8,0.477,0.4,0.9,0.441,0.4,0.8,0.516,0.592,0.4,0.5,0.684,0.2,1.2,1.4,1.4,0.6,0.2,0.5,0.8,2.4,Unknown,Big Ten,SO,G,37.0,0.0,548.0,11.9,0.608,0.523,0.292,105.0,1.6,9.4,5.8,14.5,2.4,1.7,18.7,8.5,0.9,0.7,1.5,0.111,1.8,3.9,5.8,Unknown,ethan-morton-1,Purdue
2022-23,Purdue,Big Ten,JR,G,35.0,29.0,25.1,1.2,3.7,0.32,0.7,2.7,0.277,0.4,1.0,0.441,0.422,0.7,1.1,0.649,0.5,2.4,2.9,2.4,0.8,0.5,0.9,1.5,3.8,Unknown,Big Ten,JR,G,35.0,29.0,880.0,9.5,0.453,0.734,0.289,163.0,2.4,11.2,7.0,16.6,2.1,2.1,18.5,10.7,0.7,1.5,2.2,0.098,0.3,4.7,5.0,Unknown,ethan-morton-1,Purdue
