Season,Team,Conf_x,Class_x,Pos_x,G_x,GS_x,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards_x,Conf_y,Class_y,Pos_y,G_y,GS_y,MP_y,PER,TS%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,Awards_y,player_id,previous_school
2019-20,Oregon,Pac-12,FR,G,28.0,0.0,11.0,1.8,3.1,0.563,0.4,1.0,0.357,1.4,2.1,0.661,0.621,0.8,1.4,0.55,0.3,0.9,1.3,0.5,0.4,0.2,1.0,1.7,4.6,Unknown,Pac-12,FR,G,28.0,0.0,309.0,15.3,0.613,0.322,0.46,114.0,3.6,9.8,6.8,8.2,2.2,2.0,21.5,22.8,0.4,0.4,0.8,0.106,-0.7,1.0,0.3,Unknown,addison-patterson-1,
2024-25,Northwestern State,Southland,JR,G,31.0,24.0,28.4,4.4,10.2,0.435,0.5,2.1,0.266,3.9,8.1,0.478,0.462,3.6,4.8,0.747,1.4,4.2,5.5,3.3,1.4,0.5,2.6,2.0,13.0,Unknown,Southland,JR,G,31.0,24.0,881.0,19.5,0.522,0.203,0.476,416.0,5.7,16.8,11.4,26.9,3.0,1.9,17.2,27.9,1.3,1.4,2.7,0.124,0.8,0.8,1.6,Unknown,addison-patterson-1,Oregon
2023-24,Auburn,SEC,FR,G,35.0,26.0,20.1,2.3,7.4,0.318,1.5,4.9,0.302,0.9,2.5,0.349,0.419,1.2,1.5,0.774,0.3,1.2,1.5,2.7,0.5,0.0,0.9,1.2,7.3,Unknown,SEC,FR,G,35.0,26.0,702.0,10.9,0.454,0.667,0.205,271.0,1.5,6.3,4.0,22.1,1.3,0.1,9.9,21.8,0.9,0.9,1.8,0.1,1.1,0.5,1.6,Unknown,aden-holloway-2,
2024-25,Alabama,SEC,SO,G,37.0,0.0,21.1,3.9,8.4,0.465,2.4,5.7,0.412,1.6,2.7,0.574,0.604,1.2,1.6,0.776,0.2,1.7,1.9,1.9,0.6,0.0,1.2,1.7,11.4,Unknown,SEC,SO,G,37.0,0.0,782.0,17.5,0.621,0.676,0.186,373.0,1.1,7.6,4.6,15.8,1.5,0.1,11.5,22.3,2.2,0.6,2.8,0.145,5.7,2.3,8.0,Unknown,aden-holloway-2,Auburn
2020-21,NJIT,AEC,FR,G,11.0,0.0,6.4,0.7,2.5,0.296,0.4,1.6,0.222,0.4,0.8,0.444,0.37,0.1,0.2,0.5,0.1,0.9,1.0,0.3,0.4,0.0,0.6,1.2,1.9,Unknown,AEC,FR,G,11.0,0.0,70.0,2.8,0.376,0.667,0.074,20.0,1.6,18.2,9.3,9.4,3.4,0.0,20.0,26.0,-0.2,0.1,-0.1,-0.047,-9.9,-1.0,-10.9,Unknown,adetokunbo-bakare-1,
2022-23,Rider,MAAC,SO,G,22.0,0.0,7.2,0.8,2.0,0.419,0.6,1.2,0.538,0.2,0.8,0.235,0.581,0.1,0.4,0.333,0.1,0.6,0.7,0.3,0.0,0.0,0.2,0.8,2.4,Unknown,MAAC,SO,G,22.0,0.0,159.0,11.2,0.561,0.605,0.209,46.0,1.5,9.6,5.6,7.0,0.4,0.0,7.8,16.8,0.3,0.1,0.4,0.106,1.4,-1.9,-0.5,Unknown,adetokunbo-bakare-1,NJIT
2024-25,Saint Peter's,MAAC,SR,G,26.0,2.0,14.7,1.7,4.4,0.377,1.0,3.0,0.329,0.7,1.3,0.486,0.491,0.7,0.8,0.9,0.7,1.7,2.5,0.6,0.6,0.0,0.3,0.9,5.0,Unknown,MAAC,SR,G,26.0,2.0,383.0,15.6,0.526,0.693,0.175,122.0,5.6,13.8,9.6,8.9,2.6,0.3,6.8,17.6,0.8,0.6,1.4,0.151,0.5,0.4,0.9,Unknown,adetokunbo-bakare-1,Rider
2022-23,Kentucky,SEC,FR,G,20.0,0.0,9.5,0.5,1.5,0.345,0.2,0.5,0.333,0.4,1.0,0.35,0.397,1.2,1.7,0.697,0.8,1.1,1.9,0.4,0.5,0.3,0.7,1.3,2.3,Unknown,SEC,FR,G,20.0,0.0,190.0,12.5,0.515,0.31,1.138,52.0,9.6,13.1,11.3,6.7,2.8,3.5,22.5,15.1,0.2,0.3,0.5,0.103,-0.6,3.4,2.8,Unknown,adou-thiero-1,
2023-24,Kentucky,SEC,SO,G,25.0,19.0,21.4,2.6,5.3,0.492,0.3,0.9,0.318,2.3,4.4,0.527,0.519,1.8,2.2,0.8,1.5,3.4,5.0,1.1,0.7,1.1,0.7,2.1,7.2,Unknown,SEC,SO,G,25.0,19.0,536.0,17.7,0.572,0.167,0.417,192.0,8.2,16.4,12.6,7.8,1.7,5.3,9.7,15.6,1.3,0.6,1.9,0.141,2.5,2.1,4.5,Unknown,adou-thiero-1,Kentucky
2024-25,Arkansas,SEC,JR,G,27.0,26.0,27.5,5.1,9.4,0.545,0.4,1.6,0.256,4.7,7.8,0.605,0.567,4.4,6.5,0.686,1.8,4.0,5.8,1.9,1.6,0.7,1.7,2.6,15.1,Unknown,SEC,JR,G,27.0,26.0,743.0,25.1,0.605,0.17,0.692,391.0,7.7,15.9,12.0,14.0,3.4,2.9,12.0,25.8,2.3,1.5,3.8,0.203,5.9,4.7,10.6,Unknown,adou-thiero-1,Kentucky
2022-23,Washington State,Pac-12,FR,C,23.0,0.0,6.3,0.4,0.8,0.526,0.0,0.0,0.0,0.4,0.8,0.556,0.526,0.4,0.7,0.588,0.8,1.0,1.8,0.2,0.3,0.5,0.7,1.4,1.3,Unknown,Pac-12,FR,C,23.0,0.0,146.0,13.2,0.554,0.053,0.895,37.0,14.4,20.4,17.3,5.2,2.5,8.8,35.7,15.2,0.0,0.3,0.3,0.091,-4.3,5.0,0.7,Unknown,adrame-diongue-1,
2023-24,San Jose State,MWC,SO,C,26.0,23.0,16.4,2.1,3.3,0.628,0.0,0.0,Unknown,2.1,3.3,0.628,0.628,0.6,1.6,0.381,1.4,3.0,4.3,0.8,0.5,1.5,1.7,3.0,4.8,Unknown,MWC,SO,C,26.0,23.0,426.0,14.9,0.585,0.0,0.488,132.0,10.0,22.4,16.0,9.1,1.7,9.9,29.3,19.0,0.0,0.6,0.6,0.057,-5.3,2.3,-3.0,Unknown,adrame-diongue-1,Washington State
2020-21,VCU,A-10,FR,G,26.0,26.0,29.9,2.3,6.3,0.372,0.5,1.9,0.26,1.8,4.4,0.421,0.412,1.5,2.0,0.769,0.9,2.3,3.2,4.4,2.1,0.0,2.4,2.0,6.7,Unknown,A-10,FR,G,26.0,26.0,777.0,12.8,0.464,0.305,0.317,228.0,3.8,9.0,6.5,27.7,4.2,0.1,25.0,16.9,0.4,1.7,2.1,0.106,-1.1,3.6,2.5,Unknown,adrian-balwinjr-1,
2021-22,VCU,A-10,SO,G,24.0,24.0,33.5,4.0,9.5,0.417,1.3,3.1,0.413,2.7,6.4,0.418,0.485,2.2,2.9,0.743,0.6,2.9,3.5,5.5,2.5,0.2,3.3,2.5,11.4,Unknown,A-10,SO,G,24.0,24.0,804.0,16.5,0.522,0.329,0.307,311.0,2.4,9.8,6.3,32.8,4.4,0.7,23.0,22.0,0.8,2.0,2.8,0.138,1.0,3.7,4.7,Unknown,adrian-balwinjr-1,VCU
2022-23,VCU,A-10,JR,G,30.0,30.0,34.9,4.2,9.9,0.421,1.3,3.7,0.342,2.9,6.2,0.468,0.485,3.1,3.9,0.795,0.6,2.3,2.9,5.8,2.2,0.1,2.7,2.2,12.7,Unknown,A-10,JR,G,30.0,30.0,1046.0,18.0,0.54,0.374,0.394,432.0,2.1,7.7,5.0,33.2,3.8,0.4,18.5,21.4,2.0,2.3,4.3,0.165,2.1,2.6,4.7,Unknown,adrian-balwinjr-1,VCU
2023-24,Penn State,Big Ten,SR,G,33.0,31.0,35.9,4.4,11.4,0.389,1.5,4.4,0.329,3.0,6.9,0.428,0.453,3.9,4.7,0.826,0.6,2.1,2.7,6.0,2.7,0.3,2.6,1.9,14.2,Unknown,Big Ten,SR,G,33.0,31.0,1185.0,18.4,0.522,0.389,0.413,529.0,1.8,7.0,4.3,32.4,4.2,1.0,16.2,22.7,2.1,1.7,3.8,0.127,3.3,2.8,6.0,Unknown,adrian-balwinjr-1,VCU
2024-25,Penn State,Big Ten,SR,G,30.0,30.0,33.9,3.7,9.9,0.377,1.4,4.4,0.316,2.3,5.5,0.427,0.448,5.1,5.5,0.927,0.4,2.4,2.8,7.1,2.4,0.0,3.5,2.3,14.0,Unknown,Big Ten,SR,G,30.0,30.0,1016.0,18.0,0.558,0.448,0.556,497.0,1.6,8.3,5.0,36.0,3.9,0.1,21.9,23.5,2.0,1.5,3.5,0.14,3.1,2.2,5.3,Unknown,adrian-balwinjr-1,Penn State
2022-23,Vanderbilt,SEC,FR,G,3.0,0.0,2.3,0.0,0.3,0.0,0.0,0.0,Unknown,0.0,0.3,0.0,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,Unknown,SEC,FR,G,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.3,0.0,0.0,0.0,-0.077,-4.9,1.4,-3.6,Unknown,adrian-samuels-1,
2023-24,American,Patriot,SO,G,11.0,0.0,10.1,0.5,1.4,0.333,0.3,0.6,0.429,0.2,0.7,0.25,0.433,0.1,0.3,0.333,0.2,0.9,1.1,0.3,0.1,0.1,0.3,0.9,1.3,Unknown,Patriot,SO,G,11.0,0.0,111.0,3.3,0.426,0.467,0.2,14.0,2.3,11.5,6.9,4.8,0.6,1.2,15.4,9.7,0.0,0.1,0.0,0.017,-6.2,-1.9,-8.0,Unknown,adrian-samuels-1,Vanderbilt
2024-25,American,Patriot,JR,G,15.0,0.0,7.0,0.1,0.9,0.077,0.0,0.5,0.0,0.1,0.3,0.2,0.077,0.4,0.5,0.75,0.1,0.9,1.0,0.3,0.2,0.0,0.4,0.7,0.5,Unknown,Patriot,JR,G,15.0,0.0,105.0,-0.7,0.238,0.615,0.615,10.0,1.2,17.5,9.3,6.5,1.8,0.0,26.3,12.1,-0.2,0.1,-0.1,-0.038,-10.2,-2.0,-12.2,Unknown,adrian-samuels-1,American
2022-23,DePaul,Big East,FR,G,11.0,0.0,12.7,1.3,4.5,0.28,0.5,2.6,0.207,0.7,1.9,0.381,0.34,0.7,1.3,0.571,0.1,1.3,1.4,0.5,0.2,0.0,0.8,1.2,3.8,Unknown,Big East,FR,G,11.0,0.0,140.0,2.1,0.371,0.58,0.28,40.0,0.8,11.5,6.1,8.2,0.8,0.0,13.7,23.8,-0.3,0.0,-0.2,-0.065,-5.6,-2.1,-7.6,Unknown,ahamad-bynum-1,
2024-25,UTEP,CUSA,JR,G,29.0,7.0,19.9,3.3,8.1,0.411,2.3,5.3,0.444,1.0,2.9,0.349,0.555,1.3,1.6,0.804,0.1,1.6,1.7,0.9,0.8,0.2,1.0,1.2,10.3,Unknown,CUSA,JR,G,29.0,7.0,577.0,16.9,0.58,0.648,0.195,251.0,0.6,9.7,5.0,9.9,2.4,1.1,10.4,25.4,1.0,0.8,1.7,0.12,3.5,-0.9,2.6,Unknown,ahamad-bynum-1,DePaul
2023-24,Niagara,MAAC,FR,G,32.0,26.0,25.8,3.8,10.4,0.366,1.2,4.1,0.295,2.6,6.3,0.413,0.425,2.4,2.8,0.844,0.3,2.1,2.4,1.9,0.7,0.0,1.3,1.7,11.2,Unknown,MAAC,FR,G,32.0,26.0,826.0,12.8,0.478,0.396,0.27,347.0,1.4,10.5,6.0,14.9,1.6,0.1,10.1,27.0,0.5,0.8,1.3,0.065,-2.1,-2.7,-4.8,Unknown,ahmad-henderson-ii-1,
2024-25,IllinoisâChicago,MVC,SO,G,31.0,16.0,24.5,3.4,8.4,0.402,1.3,3.9,0.336,2.1,4.5,0.46,0.481,3.5,3.8,0.899,0.3,2.4,2.7,2.6,1.2,0.0,1.9,2.4,11.5,Unknown,MVC,SO,G,31.0,16.0,760.0,16.7,0.564,0.467,0.456,349.0,1.4,11.3,6.4,20.4,2.9,0.0,15.4,24.9,1.5,1.0,2.5,0.13,0.3,0.7,1.0,Unknown,ahmad-henderson-ii-1,Niagara
2023-24,New Hampshire,AEC,JR,G,31.0,30.0,29.5,5.1,12.5,0.409,1.1,3.6,0.313,4.0,8.8,0.449,0.455,4.1,5.7,0.716,0.8,3.8,4.6,4.7,1.5,0.1,3.3,2.7,15.4,Unknown,AEC,JR,G,31.0,30.0,915.0,17.6,0.508,0.29,0.456,513.0,2.8,13.7,8.2,34.1,2.7,0.3,17.8,30.2,0.9,1.5,2.4,0.107,-0.4,0.0,-0.3,Unknown,ahmad-robinson-1,
2024-25,Mercer,Southern,SR,G,33.0,33.0,31.5,5.6,13.4,0.417,1.5,4.8,0.313,4.1,8.5,0.477,0.474,4.2,5.8,0.733,0.6,4.3,4.9,5.0,1.9,0.2,4.0,2.8,16.9,Unknown,Southern,SR,G,33.0,33.0,1039.0,18.0,0.525,0.363,0.433,578.0,2.0,14.4,8.1,31.1,3.3,0.7,19.8,30.4,1.0,1.8,2.8,0.106,-0.3,0.3,0.0,Unknown,ahmad-robinson-1,New Hampshire
2022-23,LIU,NEC,FR,G,8.0,6.0,17.0,2.1,4.9,0.436,0.3,0.9,0.286,1.9,4.0,0.469,0.462,0.3,0.4,0.667,0.0,1.3,1.3,1.9,0.6,0.1,2.3,1.0,4.8,Unknown,NEC,FR,G,8.0,6.0,136.0,5.2,0.47,0.179,0.077,38.0,0.0,8.2,4.1,22.3,2.0,0.7,30.8,20.7,-0.2,0.1,-0.2,-0.051,-7.1,-3.2,-10.3,Unknown,ahmed-essahaty-1,
2023-24,LIU,NEC,SO,G,18.0,7.0,17.8,1.3,3.7,0.358,0.4,1.2,0.364,0.9,2.5,0.356,0.418,0.4,0.4,1.0,0.6,1.4,1.9,1.1,0.3,0.1,0.7,1.6,3.5,Unknown,NEC,SO,G,18.0,7.0,321.0,6.1,0.448,0.328,0.104,68.0,3.4,8.8,6.0,11.8,0.9,0.6,15.6,12.8,0.0,0.2,0.2,0.023,-5.2,-2.3,-7.5,Unknown,ahmed-essahaty-1,LIU
2024-25,Southeastern Louisiana,Southland,JR,G,27.0,0.0,9.0,0.6,1.3,0.486,0.1,0.4,0.4,0.5,0.9,0.52,0.543,0.1,0.3,0.429,0.2,1.2,1.4,0.8,0.2,0.1,0.7,0.8,1.5,Unknown,Southland,JR,G,27.0,0.0,244.0,6.8,0.535,0.286,0.2,48.0,2.9,15.6,9.3,15.8,1.2,1.0,34.3,12.2,-0.1,0.3,0.3,0.042,-5.2,-0.7,-5.9,Unknown,ahmed-essahaty-1,LIU
2020-21,Western Carolina,Southern,FR,F,25.0,0.0,9.7,1.2,2.4,0.508,0.0,0.0,Unknown,1.2,2.4,0.508,0.508,0.4,1.1,0.357,0.7,1.8,2.5,0.2,0.1,0.1,0.6,1.3,2.9,Unknown,Southern,FR,F,25.0,0.0,243.0,9.8,0.485,0.0,0.459,73.0,8.4,22.0,15.3,4.0,0.7,0.9,17.7,18.6,0.0,0.2,0.2,0.031,-4.2,-2.0,-6.1,Unknown,ahmir-langlais-1,
2021-22,USC Upstate,Big South,SO,F,23.0,0.0,9.6,1.8,3.0,0.603,0.0,0.0,Unknown,1.8,3.0,0.603,0.603,0.3,0.9,0.381,1.0,1.6,2.6,0.5,0.1,0.4,0.7,1.3,3.9,Unknown,Big South,SO,F,23.0,0.0,220.0,19.1,0.577,0.0,0.309,90.0,12.1,19.3,15.8,11.2,0.8,4.9,17.0,22.2,0.4,0.2,0.6,0.113,-1.8,-1.7,-3.5,Unknown,ahmir-langlais-1,Western Carolina
2022-23,USC Upstate,Big South,JR,F,31.0,6.0,13.7,2.4,3.8,0.63,0.0,0.0,Unknown,2.4,3.8,0.63,0.63,0.9,1.7,0.558,1.2,2.7,3.9,0.3,0.2,0.7,1.0,2.2,5.8,Unknown,Big South,JR,F,31.0,6.0,426.0,20.2,0.623,0.0,0.437,170.0,10.9,23.3,17.2,5.2,0.8,5.8,17.7,21.4,0.9,0.7,1.6,0.146,-1.0,-0.6,-1.6,Unknown,ahmir-langlais-1,USC Upstate
2023-24,USC Upstate,Big South,SR,F,29.0,21.0,24.7,3.7,6.8,0.551,0.0,0.0,Unknown,3.7,6.8,0.551,0.551,1.3,2.7,0.494,2.0,4.2,6.2,0.7,0.6,1.0,1.2,2.9,8.8,Unknown,Big South,SR,F,29.0,21.0,715.0,16.8,0.546,0.0,0.393,252.0,9.2,20.1,14.6,5.7,1.5,4.5,13.4,19.4,0.9,1.0,1.9,0.109,-2.1,-0.7,-2.8,Unknown,ahmir-langlais-1,USC Upstate
2024-25,Tennessee State,OVC,SR,F,23.0,9.0,13.6,2.3,3.9,0.584,0.0,0.0,Unknown,2.3,3.9,0.584,0.584,0.4,1.3,0.3,1.5,3.0,4.4,0.6,0.3,0.5,1.2,1.8,4.9,Unknown,OVC,SR,F,23.0,9.0,312.0,15.4,0.547,0.0,0.337,112.0,12.5,22.8,17.9,8.2,1.3,3.7,21.3,19.9,0.2,0.7,0.8,0.105,-3.4,-0.9,-4.4,Unknown,ahmir-langlais-1,USC Upstate
2020-21,Iowa,Big Ten,FR,G,17.0,0.0,7.0,0.3,0.9,0.333,0.0,0.2,0.0,0.3,0.7,0.417,0.333,1.1,1.2,0.9,0.4,0.5,0.9,1.2,0.1,0.1,0.4,0.5,1.6,Unknown,Big Ten,FR,G,17.0,0.0,119.0,15.0,0.571,0.2,1.333,40.0,5.5,7.6,6.6,24.0,0.5,0.9,19.7,12.5,0.4,0.1,0.4,0.142,1.9,0.0,1.9,Unknown,ahron-ulis-1,
2021-22,Iowa,Big Ten,SO,G,35.0,0.0,13.9,1.0,2.9,0.34,0.1,0.3,0.333,0.9,2.5,0.341,0.36,1.1,1.4,0.792,0.5,1.4,2.0,2.1,0.5,0.0,0.9,1.2,3.1,Unknown,Big Ten,SO,G,35.0,0.0,485.0,11.5,0.448,0.12,0.48,149.0,4.3,11.4,7.8,22.5,2.2,0.0,20.7,15.5,0.5,0.6,1.1,0.087,-0.7,1.5,0.8,Unknown,ahron-ulis-1,Iowa
2022-23,Iowa,Big Ten,JR,G,32.0,27.0,22.6,2.3,5.7,0.396,0.7,2.2,0.319,1.6,3.5,0.442,0.456,0.9,1.3,0.707,0.2,1.4,1.6,2.1,0.5,0.1,1.1,1.3,6.1,Unknown,Big Ten,JR,G,32.0,27.0,722.0,9.3,0.484,0.379,0.225,198.0,0.9,7.3,3.9,15.3,1.4,0.6,14.8,16.1,0.5,0.4,0.9,0.05,-0.4,0.0,-0.4,Unknown,ahron-ulis-1,Iowa
2024-25,Nebraska,Big Ten,SR,G,31.0,1.0,11.2,1.0,2.7,0.361,0.2,0.8,0.231,0.8,1.8,0.421,0.398,0.3,0.6,0.45,0.4,0.9,1.3,1.5,0.5,0.0,0.5,1.0,2.4,Unknown,Big Ten,SR,G,31.0,1.0,346.0,9.6,0.405,0.313,0.241,99.0,4.5,9.0,6.8,24.5,2.5,0.0,14.7,16.1,0.1,0.4,0.5,0.06,-2.0,2.0,0.0,Unknown,ahron-ulis-1,Iowa
2020-21,Siena,MAAC,FR,G,12.0,5.0,23.7,2.3,5.3,0.422,0.5,1.8,0.273,1.8,3.5,0.5,0.469,0.7,1.3,0.533,0.6,0.8,1.4,1.1,0.5,0.4,1.3,2.4,5.7,Unknown,MAAC,FR,G,12.0,5.0,284.0,7.2,0.478,0.344,0.234,67.0,3.1,4.0,3.5,9.0,1.3,1.8,17.4,16.2,0.0,0.4,0.4,0.058,-4.1,-0.7,-4.8,Unknown,aidan-carpenter-1,
2021-22,Siena,MAAC,SO,G,17.0,6.0,18.2,2.8,7.4,0.376,0.2,1.5,0.16,2.5,5.9,0.43,0.392,1.7,2.1,0.806,0.5,0.8,1.3,0.7,0.7,0.5,1.1,1.4,7.5,Unknown,MAAC,SO,G,17.0,6.0,310.0,12.6,0.447,0.2,0.288,120.0,3.1,5.3,4.2,8.9,2.3,2.6,11.2,27.5,0.0,0.3,0.3,0.041,-2.8,-1.0,-3.8,Unknown,aidan-carpenter-1,Siena
2022-23,Sacred Heart,NEC,JR,G,5.0,3.0,27.2,4.0,8.6,0.465,1.0,3.6,0.278,3.0,5.0,0.6,0.523,0.4,0.4,1.0,0.0,1.2,1.2,1.8,1.0,0.2,1.6,2.0,9.4,Unknown,NEC,JR,G,5.0,3.0,136.0,11.1,0.535,0.419,0.047,42.0,0.0,4.9,2.4,13.2,2.1,0.8,15.4,18.8,0.1,0.1,0.2,0.067,-3.9,-1.7,-5.6,Unknown,aidan-carpenter-1,Siena
2023-24,Sacred Heart,NEC,SR,G,30.0,16.0,24.7,3.7,8.1,0.457,1.2,3.2,0.368,2.5,4.9,0.514,0.529,1.1,1.4,0.791,0.2,1.4,1.6,1.5,0.6,0.3,1.0,1.5,9.7,Unknown,NEC,SR,G,30.0,16.0,742.0,13.3,0.552,0.391,0.177,261.0,0.8,6.2,3.6,11.3,1.4,1.5,10.5,19.9,1.0,0.6,1.6,0.089,-2.0,-3.1,-5.1,Unknown,aidan-carpenter-1,Sacred Heart
2024-25,Sacred Heart,MAAC,SR,G,8.0,8.0,27.8,3.5,8.4,0.418,1.3,4.0,0.313,2.3,4.4,0.514,0.493,0.6,0.6,1.0,0.3,1.6,1.9,2.4,0.8,0.4,2.5,2.3,8.9,Unknown,MAAC,SR,G,8.0,8.0,222.0,7.6,0.512,0.478,0.075,67.0,1.0,6.6,3.7,15.6,1.5,1.6,22.4,19.7,-0.1,0.2,0.1,0.018,-4.2,-2.0,-6.2,Unknown,aidan-carpenter-1,Sacred Heart
2022-23,St. Mary's (CA),WCC,FR,G,35.0,26.0,30.5,5.2,12.1,0.428,2.1,5.3,0.4,3.1,6.8,0.45,0.515,1.5,2.0,0.718,0.2,1.9,2.1,2.0,0.9,0.1,1.5,2.2,13.9,Unknown,WCC,FR,G,35.0,26.0,1067.0,16.2,0.533,0.437,0.168,437.0,0.8,8.1,4.4,14.3,1.8,0.2,10.2,25.7,2.2,1.8,4.0,0.152,2.3,1.8,4.1,Unknown,aidan-mahaney-1,
2023-24,St. Mary's (CA),WCC,SO,G,34.0,34.0,33.3,4.9,12.8,0.386,2.4,6.9,0.355,2.5,5.9,0.423,0.482,1.5,1.9,0.813,0.3,2.4,2.6,2.6,0.8,0.1,1.4,2.2,13.9,Unknown,WCC,SO,G,34.0,34.0,1133.0,13.6,0.506,0.538,0.147,427.0,1.1,8.4,4.8,14.4,1.5,0.4,9.0,23.6,2.2,2.2,4.4,0.156,1.4,1.7,3.1,Unknown,aidan-mahaney-1,St. Mary's (CA)
2024-25,Connecticut,Big East,JR,G,34.0,5.0,12.4,1.5,4.1,0.377,0.7,1.9,0.359,0.9,2.2,0.392,0.46,0.7,1.0,0.758,0.1,0.7,0.8,1.3,0.2,0.0,0.6,1.5,4.5,Unknown,Big East,JR,G,34.0,5.0,420.0,10.2,0.495,0.464,0.239,150.0,1.2,6.5,4.0,19.1,1.0,0.0,11.5,21.8,0.6,0.3,0.9,0.087,-1.4,-0.2,-1.6,Unknown,aidan-mahaney-1,St. Mary's (CA)
2020-21,Maryland,Big Ten,FR,G,2.0,0.0,1.5,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,Unknown,Unknown,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,Unknown,Big Ten,FR,G,2.0,0.0,3.0,47.6,1.053,Unknown,Unknown,2.0,0.0,0.0,0.0,54.9,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.649,-3.0,-0.5,-3.4,Unknown,aidan-mccool-1,
2021-22,Maryland,Big Ten,SO,G,3.0,0.0,1.7,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,Unknown,Unknown,0.7,0.7,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.7,Unknown,Big Ten,SO,G,3.0,0.0,5.0,34.4,1.053,Unknown,Unknown,2.0,0.0,22.7,11.5,32.7,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.373,9.0,2.5,11.5,Unknown,aidan-mccool-1,Maryland
2022-23,Louisville,ACC,JR,G,3.0,0.0,1.3,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,Unknown,Unknown,0.0,0.0,Unknown,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ACC,JR,G,3.0,0.0,4.0,4.2,Unknown,Unknown,Unknown,0.0,0.0,30.4,15.3,0.0,0.0,0.0,Unknown,0.0,0.0,0.0,0.0,0.015,-6.0,2.3,-3.7,Unknown,aidan-mccool-1,Maryland
2023-24,Louisville,ACC,SR,G,12.0,1.0,1.3,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,Unknown,Unknown,0.2,0.2,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.2,Unknown,ACC,SR,G,12.0,1.0,16.0,5.4,1.053,Unknown,Unknown,2.0,0.0,7.4,3.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.075,-4.7,0.9,-3.8,Unknown,aidan-mccool-1,Louisville
2024-25,Louisville,ACC,SR,G,10.0,0.0,0.9,0.0,0.0,Unknown,0.0,0.0,Unknown,0.0,0.0,Unknown,Unknown,0.1,0.2,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,Unknown,ACC,SR,G,10.0,0.0,9.0,8.0,0.526,Unknown,Unknown,1.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,5.3,0.0,0.0,0.0,0.11,-4.1,8.5,4.4,Unknown,aidan-mccool-1,Louisville
2022-23,Richmond,A-10,FR,F,12.0,0.0,4.3,0.8,1.3,0.6,0.3,0.6,0.571,0.4,0.7,0.625,0.733,0.2,0.2,1.0,0.2,0.4,0.6,0.0,0.2,0.0,0.0,0.1,2.0,Unknown,A-10,FR,F,12.0,0.0,52.0,25.2,0.752,0.467,0.133,18.0,4.8,11.4,8.2,0.0,2.3,0.0,0.0,16.8,0.2,0.1,0.3,0.214,7.1,1.3,8.4,Unknown,aidan-noyes-1,
2023-24,Richmond,A-10,SO,F,15.0,7.0,10.2,1.1,2.5,0.447,0.6,1.7,0.36,0.5,0.9,0.615,0.566,0.1,0.1,1.0,0.3,2.2,2.5,0.1,0.3,0.2,0.2,0.7,2.9,Unknown,A-10,SO,F,15.0,7.0,153.0,14.2,0.572,0.658,0.026,38.0,3.2,23.5,13.9,1.2,1.9,2.3,7.2,14.8,0.1,0.3,0.5,0.129,-0.2,0.8,0.7,Unknown,aidan-noyes-1,Richmond
2024-25,Belmont,MVC,JR,F,28.0,1.0,15.4,1.6,3.4,0.479,0.8,2.1,0.383,0.8,1.2,0.647,0.601,0.3,0.5,0.571,0.3,2.4,2.7,0.5,0.4,0.3,0.3,1.1,4.3,Unknown,MVC,JR,F,28.0,1.0,432.0,12.7,0.601,0.638,0.149,105.0,2.4,17.4,9.9,5.3,1.6,1.9,7.4,12.5,0.6,0.4,1.1,0.098,-0.2,0.0,-0.1,Unknown,aidan-noyes-1,Richmond
2023-24,Central Michigan,MAC,SO,G,27.0,7.0,24.8,2.4,6.4,0.378,1.7,4.3,0.4,0.7,2.1,0.333,0.512,0.3,0.5,0.615,0.8,1.4,2.2,0.9,0.4,0.7,0.9,1.4,6.8,Unknown,MAC,SO,G,27.0,7.0,669.0,10.2,0.516,0.669,0.076,171.0,3.5,6.4,5.0,7.1,1.0,3.5,12.3,15.9,0.5,0.6,1.1,0.066,-0.6,-0.4,-1.0,Unknown,aidan-rubio-1,
